8.689		0.0014819
8.736		0.0015097
8.784		0.0015387
8.831		0.0015657
8.879		0.0015906
8.928		0.0016124
8.976		0.0016258
9.025		0.00163
9.074		0.0016223
9.123		0.0016018
9.173		0.0015708
9.222		0.0015258
9.273		0.0014721
9.323		0.0014079
9.373		0.0013339
9.424		0.0012527
9.476		0.0011678
9.527		0.001081
9.579		0.00099687
9.631		0.00091884
9.683		0.00084819
9.736		0.00078615
9.788		0.00073439
9.842		0.00069251
9.895		0.0006634
9.949		0.0006456
10.003		0.000638
10.057		0.00063835
10.112		0.00064364
10.167		0.00065045
10.222		0.00065445
10.277		0.00065367
10.333		0.00064813
10.389		0.00063853
10.446		0.00062622
10.502		0.00061305
10.559		0.00060115
10.617		0.00059331
10.674		0.00059458
10.732		0.0006118
10.791		0.0006464
10.849		0.00069159
10.908		0.00073103
10.967		0.00075418
11.027		0.00077312
11.087		0.00082644
11.147		0.00095037
11.208		0.0011025
11.268		0.0010861
11.33		0.00094369
11.391		0.00093704
11.453		0.00084965
11.515		0.00072981
11.578		0.00065352
11.641		0.00061206
11.704		0.0005932
11.767		0.00055994
11.831		0.0005451
11.895		0.0005543
11.96		0.00055648
12.025		0.00056634
12.09		0.00058822
12.156		0.00057527
12.222		0.00055993
12.288		0.00055228
12.355		0.00059464
12.422		0.0005245
12.49		0.00049576
12.557		0.00044636
12.626		0.00045116
12.694		0.00037955
12.763		0.0003491
12.832		0.00029419
12.902		0.00023531
12.972		0.00018435
13.043		0.00016245
13.113		0.00015554
13.185		0.00010781
13.256		0.000044112
13.328		-3.9264E-006
13.4		-0.000045063
13.473		-0.000089526
13.546		-0.00013295
13.62		-0.00017089
13.694		-0.00020137
13.768		-0.00022572
13.843		-0.00024885
13.918		-0.00027295
13.994		-0.00029692
14.07		-0.00031876
14.146		-0.00033828
14.223		-0.00035632
14.3		-0.0003731
14.378		-0.0003893
14.456		-0.00040482
14.534		-0.00041959
14.613		-0.0004342
14.693		-0.00044918
14.772		-0.00046371
14.853		-0.00047801
14.933		-0.00049114
15.014		-0.00050384
15.096		-0.00051647
15.178		-0.00052865
15.26		-0.00053999
15.343		-0.00055071
15.426		-0.0005606
15.51		-0.00056979
15.594		-0.00057786
15.679		-0.00058491
15.764		-0.00059065
15.85		-0.0005955
15.936		-0.00060014
16.022		-0.00060537
16.109		-0.00061147
16.197		-0.00061797
16.285		-0.00062432
16.373		-0.00063043
16.462		-0.00063647
16.552		-0.00064221
16.641		-0.0006464
16.732		-0.00064932
16.823		-0.00065286
16.914		-0.00065691
17.006		-0.00066025
17.098		-0.00066327
17.191		-0.0006667
17.284		-0.00066975
17.378		-0.00067178
17.473		-0.00067289
17.567		-0.00067307
17.663		-0.00067301
17.759		-0.00067276
17.855		-0.00067224
