Data table for Real componets Re[epsilon] for Argon gas
Re values are multiplied by 1e4 to better display the scale
Energy[eV]	Re*1e4
40.68	-0.000201457
40.7	-0.0002011
40.72	-0.000200744
40.74	-0.000200388
40.76	-0.000200033
40.78	-0.000199678
40.8	-0.000199324
40.82	-0.00019897
40.84	-0.000198618
40.86	-0.000198266
40.88	-0.000197915
40.9	-0.000197564
40.92	-0.000197213
40.94	-0.000196864
40.96	-0.000196515
40.98	-0.000196169
41	-0.000195819
41.02	-0.000195471
41.04	-0.000195125
41.06	-0.000194779
41.08	-0.000194433
41.1	-0.00019409
41.12	-0.000193745
41.14	-0.000193402
41.16	-0.000193058
41.18	-0.000192716
41.2	-0.000192375
41.22	-0.000192034
41.24	-0.000191693
41.26	-0.000191353
41.28	-0.000191014
41.3	-0.000190674
41.32	-0.000190336
41.34	-0.000189998
41.36	-0.000189661
41.38	-0.000189324
41.4	-0.000188988
41.42	-0.000188298
41.44	-0.000188318
41.46	-0.000187984
41.48	-0.000187652
41.5	-0.000187318
41.52	-0.000186986
41.54	-0.000186653
41.56	-0.000186322
41.58	-0.000185993
41.6	-0.000185663
41.62	-0.000185333
41.64	-0.000185004
41.66	-0.000184676
41.68	-0.000184348
41.7	-0.000184021
41.72	-0.000183694
41.74	-0.000183368
41.76	-0.000183043
41.78	-0.000182718
41.8	-0.000182393
41.82	-0.000182069
41.84	-0.000181746
41.86	-0.000181423
41.88	-0.000181101
41.9	-0.000180781
41.92	-0.000180459
41.94	-0.000180138
41.96	-0.000179819
41.98	-0.000179499
42	-0.00017918
42.02	-0.000178863
42.04	-0.000178545
42.06	-0.000178227
42.08	-0.000177911
42.1	-0.000177596
42.12	-0.00017728
42.14	-0.000176965
42.16	-0.000176651
42.18	-0.000176338
42.2	-0.000176024
42.22	-0.000175712
42.24	-0.0001754
42.26	-0.000175088
42.28	-0.000174777
42.3	-0.000174467
42.32	-0.000174158
42.34	-0.000173849
42.36	-0.00017354
42.38	-0.000173232
42.4	-0.000172925
42.42	-0.000172618
42.44	-0.000172312
42.46	-0.000172006
42.48	-0.0001717
42.5	-0.000171396
42.52	-0.000171092
42.54	-0.000170789
42.56	-0.000170486
42.58	-0.000170183
42.6	-0.000169882
42.62	-0.000169581
42.64	-0.00016928
42.66	-0.00016898
42.68	-0.000168689
42.7	-0.000168382
42.72	-0.000168084
42.74	-0.000167787
42.76	-0.000167489
42.78	-0.000167192
42.8	-0.000166897
42.82	-0.000166602
42.84	-0.000166307
42.86	-0.000166012
42.88	-0.000165718
42.9	-0.000165426
42.92	-0.000165134
42.94	-0.000164842
42.96	-0.00016455
42.98	-0.00016426
43	-0.00016397
43.02	-0.00016368
43.04	-0.000163391
43.06	-0.000163103
43.08	-0.000162816
43.1	-0.000162528
43.12	-0.000162242
43.14	-0.000161956
43.16	-0.000161671
43.18	-0.000161386
43.2	-0.000161102
43.22	-0.000160818
43.24	-0.000160536
43.26	-0.000160253
43.28	-0.000159971
43.3	-0.00015969
43.32	-0.00015941
43.34	-0.00015913
43.36	-0.000158851
43.38	-0.000158572
43.4	-0.000158294
43.42	-0.000158017
43.44	-0.00015774
43.46	-0.000157464
43.48	-0.000157188
43.5	-0.000156913
43.52	-0.000156638
43.54	-0.000156364
43.56	-0.00015609
43.58	-0.000155818
43.6	-0.000155545
43.62	-0.000155274
43.64	-0.000155003
43.66	-0.000154733
43.68	-0.000154464
43.7	-0.000154194
43.72	-0.000153926
43.74	-0.000153658
43.76	-0.000153391
43.78	-0.000153125
43.8	-0.000152857
43.82	-0.000152592
43.84	-0.000152327
43.86	-0.000152062
43.88	-0.000151798
43.9	-0.000151536
43.92	-0.000151272
43.94	-0.000151011
43.96	-0.000150749
43.98	-0.000150489
44	-0.000150228
44.02	-0.000149969
44.04	-0.000149709
44.06	-0.000149451
44.08	-0.000149193
44.1	-0.000148936
44.12	-0.000148679
44.14	-0.000148422
44.16	-0.000148167
44.18	-0.000147912
44.2	-0.000147658
44.22	-0.000147404
44.24	-0.00014715
44.26	-0.000146898
44.28	-0.000146646
44.3	-0.000146394
44.32	-0.000146143
44.34	-0.000145893
44.36	-0.000145862
44.38	-0.000145393
44.4	-0.000145145
44.42	-0.000144897
44.44	-0.000144646
44.46	-0.000144399
44.48	-0.000144153
44.5	-0.00014391
44.52	-0.000143665
44.54	-0.00014342
44.56	-0.000143176
44.58	-0.000142932
44.6	-0.000142689
44.62	-0.000142447
44.64	-0.000142204
44.66	-0.000141963
44.68	-0.000141722
44.7	-0.000141483
44.72	-0.000141243
44.74	-0.000141003
44.76	-0.000140765
44.78	-0.000140527
44.8	-0.000140289
44.82	-0.000140053
44.84	-0.000139816
44.86	-0.000139581
44.88	-0.000139345
44.9	-0.00013911
44.92	-0.000138876
44.94	-0.000138642
44.96	-0.000138409
44.98	-0.000138177
45	-0.000137944
45.02	-0.000137713
45.04	-0.000137482
45.06	-0.000137251
45.08	-0.000137022
45.1	-0.000136793
45.12	-0.000136564
45.14	-0.000136335
45.16	-0.000136108
45.18	-0.000135881
45.2	-0.000135654
45.22	-0.000135428
45.24	-0.000135203
45.26	-0.000134977
45.28	-0.000134753
45.3	-0.000134529
45.32	-0.000134305
45.34	-0.000134083
45.36	-0.00013386
45.38	-0.000133639
45.4	-0.000133417
45.42	-0.000133197
45.44	-0.000132976
45.46	-0.000132757
45.48	-0.000132537
45.5	-0.000132319
45.52	-0.0001321
45.54	-0.000131883
45.56	-0.000131666
45.58	-0.000131449
45.6	-0.000131233
45.62	-0.000131017
45.64	-0.000130802
45.66	-0.000130588
45.68	-0.000130373
45.7	-0.00013016
45.72	-0.000129947
45.74	-0.000129734
45.76	-0.000129522
45.78	-0.000129311
45.8	-0.0001291
45.82	-0.000128889
45.84	-0.000128679
45.86	-0.000128469
45.88	-0.00012826
45.9	-0.000128052
45.92	-0.000127843
45.94	-0.000127636
45.96	-0.000127429
45.98	-0.000127223
46	-0.000127017
46.02	-0.000126811
46.04	-0.000126606
46.06	-0.000126401
46.08	-0.000126197
46.1	-0.000125993
46.12	-0.00012579
46.14	-0.000125587
46.16	-0.000125385
46.18	-0.000125183
46.2	-0.000124982
46.22	-0.000124781
46.24	-0.000124581
46.26	-0.000124381
46.28	-0.000124181
46.3	-0.000123982
46.32	-0.000123784
46.34	-0.000123586
46.36	-0.000123388
46.38	-0.000123191
46.4	-0.000122995
46.42	-0.000122799
46.44	-0.000122603
46.46	-0.000122408
46.48	-0.000122213
46.5	-0.000122019
46.52	-0.000121825
46.54	-0.000121632
46.56	-0.000121439
46.58	-0.000121248
46.6	-0.000121055
46.62	-0.000120863
46.64	-0.000120673
46.66	-0.000120483
46.68	-0.000120292
46.7	-0.000120103
46.72	-0.000119914
46.74	-0.000119897
46.76	-0.000119705
46.78	-0.000119514
46.8	-0.000119163
46.82	-0.000118975
46.84	-0.000118788
46.86	-0.000118602
46.88	-0.000118416
46.9	-0.00011823
46.92	-0.000118045
46.94	-0.000117862
46.96	-0.000117678
46.98	-0.000117495
47	-0.000117312
47.02	-0.000117128
47.04	-0.000116947
47.06	-0.000116765
47.08	-0.000116584
47.1	-0.000116403
47.12	-0.000116222
47.14	-0.000116042
47.16	-0.000115863
47.18	-0.000115683
47.2	-0.000115505
47.22	-0.0001154
47.24	-0.000115218
47.26	-0.000115035
47.28	-0.000114794
47.3	-0.000114618
47.32	-0.000114441
47.34	-0.000114266
47.36	-0.00011409
47.38	-0.000113915
47.4	-0.000113741
47.42	-0.000113567
47.44	-0.000113393
47.46	-0.00011322
47.48	-0.000113047
47.5	-0.000112875
47.52	-0.000112703
47.54	-0.000112532
47.56	-0.00011236
47.58	-0.00011219
47.6	-0.000112019
47.62	-0.000111849
47.64	-0.00011168
47.66	-0.00011151
47.68	-0.000111341
47.7	-0.000111174
47.72	-0.000111005
47.74	-0.000110838
47.76	-0.000110671
47.78	-0.000110504
47.8	-0.000110338
47.82	-0.000110172
47.84	-0.000110006
47.86	-0.000109841
47.88	-0.000109676
47.9	-0.000109512
47.92	-0.000109348
47.94	-0.000109184
47.96	-0.000109021
47.98	-0.000108859
48	-0.000108696
48.02	-0.000108534
48.04	-0.000108373
48.06	-0.000108212
48.08	-0.000108051
48.1	-0.00010789
48.12	-0.00010773
48.14	-0.000107571
48.16	-0.000107411
48.18	-0.000107253
48.2	-0.000107094
48.22	-0.000106936
48.24	-0.000106778
48.26	-0.000106621
48.28	-0.000106464
48.3	-0.000106307
48.32	-0.000106151
48.34	-0.000105995
48.36	-0.00010584
48.38	-0.000105685
48.4	-0.00010553
48.42	-0.000105376
48.44	-0.000105222
48.46	-0.000105068
48.48	-0.000104915
48.5	-0.000104762
48.52	-0.00010461
48.54	-0.000104457
48.56	-0.000104306
48.58	-0.000104154
48.6	-0.000104003
48.62	-0.000103852
48.64	-0.000103703
48.66	-0.000103552
48.68	-0.000103403
48.7	-0.000103254
48.72	-0.000103105
48.74	-0.000102956
48.76	-0.000102808
48.78	-0.00010266
48.8	-0.000102513
48.82	-0.000102366
48.84	-0.000102219
48.86	-0.000102073
48.88	-0.000101927
48.9	-0.000101781
48.92	-0.000101636
48.94	-0.000101491
48.96	-0.000101327
48.98	-0.000101183
49	-0.00010104
49.02	-0.000100897
49.04	-0.000100754
49.06	-0.000100612
49.08	-0.00010047
49.1	-0.000100328
49.12	-0.000100187
49.14	-0.000100046
49.16	-9.99052e-05
49.18	-9.97648e-05
49.2	-9.9625e-05
49.22	-9.94852e-05
49.24	-9.93462e-05
49.26	-9.92071e-05
49.28	-9.90687e-05
49.3	-9.89302e-05
49.32	-9.87924e-05
49.34	-9.86547e-05
49.36	-9.85176e-05
49.38	-9.83808e-05
49.4	-9.82441e-05
49.42	-9.81079e-05
49.44	-9.79721e-05
49.46	-9.78364e-05
49.48	-9.77011e-05
49.5	-9.75662e-05
49.52	-9.74317e-05
49.54	-9.72974e-05
49.56	-9.71635e-05
49.58	-9.70298e-05
49.6	-9.68972e-05
49.62	-9.67642e-05
49.64	-9.66314e-05
49.66	-9.6499e-05
49.68	-9.63669e-05
49.7	-9.62355e-05
49.72	-9.61037e-05
49.74	-9.5973e-05
49.76	-9.58422e-05
49.78	-9.57117e-05
49.8	-9.55819e-05
49.82	-9.54521e-05
49.84	-9.53225e-05
49.86	-9.51933e-05
49.88	-9.50644e-05
49.9	-9.49365e-05
49.92	-9.48082e-05
49.94	-9.46799e-05
49.96	-9.45526e-05
49.98	-9.44252e-05
50	-9.42982e-05
50.02	-9.41715e-05
50.04	-9.40452e-05
50.06	-9.39187e-05
50.08	-9.3793e-05
50.1	-9.36675e-05
50.12	-9.35423e-05
50.14	-9.34184e-05
50.16	-9.32941e-05
50.18	-9.31699e-05
50.2	-9.30461e-05
50.22	-9.29125e-05
50.24	-9.27889e-05
50.26	-9.26653e-05
50.28	-9.25423e-05
50.3	-9.24194e-05
50.32	-9.22967e-05
50.34	-9.21748e-05
50.36	-9.20528e-05
50.38	-9.19313e-05
50.4	-9.18097e-05
50.42	-9.16888e-05
50.44	-9.15681e-05
50.46	-9.14474e-05
50.48	-9.13275e-05
50.5	-9.12075e-05
50.52	-9.10881e-05
50.54	-9.09687e-05
50.56	-9.08497e-05
50.58	-9.0731e-05
50.6	-9.06129e-05
50.62	-9.04945e-05
50.64	-9.03766e-05
50.66	-9.02592e-05
50.68	-9.01419e-05
50.7	-9.00247e-05
50.72	-8.9908e-05
50.74	-8.97915e-05
50.76	-8.96755e-05
50.78	-8.95596e-05
50.8	-8.94441e-05
50.82	-8.93288e-05
50.84	-8.92138e-05
50.86	-8.90992e-05
50.88	-8.89845e-05
50.9	-8.88706e-05
50.92	-8.87567e-05
50.94	-8.86431e-05
50.96	-8.85293e-05
50.98	-8.84163e-05
51	-8.83036e-05
51.02	-8.81911e-05
51.04	-8.80788e-05
51.06	-8.7967e-05
51.08	-8.78552e-05
51.1	-8.77437e-05
51.12	-8.76329e-05
51.14	-8.75219e-05
51.16	-8.74113e-05
51.18	-8.73006e-05
51.2	-8.71904e-05
51.22	-8.7081e-05
51.24	-8.69713e-05
51.26	-8.68617e-05
51.28	-8.67525e-05
51.3	-8.66441e-05
51.32	-8.65352e-05
51.34	-8.64274e-05
51.36	-8.63194e-05
51.38	-8.62114e-05
51.4	-8.61039e-05
51.42	-8.59967e-05
51.44	-8.58899e-05
51.46	-8.57829e-05
51.48	-8.56765e-05
51.5	-8.55702e-05
51.52	-8.54644e-05
51.54	-8.53587e-05
51.56	-8.52533e-05
51.58	-8.51478e-05
51.6	-8.5043e-05
51.62	-8.49381e-05
51.64	-8.48337e-05
51.66	-8.47295e-05
51.68	-8.46255e-05
51.7	-8.45218e-05
51.72	-8.44185e-05
51.74	-8.43151e-05
51.76	-8.4212e-05
51.78	-8.41091e-05
51.8	-8.40067e-05
51.82	-8.39043e-05
51.84	-8.38023e-05
51.86	-8.37003e-05
51.88	-8.35989e-05
51.9	-8.34972e-05
51.92	-8.33964e-05
51.94	-8.32954e-05
51.96	-8.31948e-05
51.98	-8.30942e-05
52	-8.2994e-05
52.02	-8.28941e-05
52.04	-8.27942e-05
52.06	-8.26948e-05
52.08	-8.25957e-05
52.1	-8.24963e-05
52.12	-8.2398e-05
52.14	-8.22991e-05
52.16	-8.22005e-05
52.18	-8.21025e-05
52.2	-8.20046e-05
52.22	-8.19071e-05
52.24	-8.18094e-05
52.26	-8.1712e-05
52.28	-8.16153e-05
52.3	-8.15182e-05
52.32	-8.14215e-05
52.34	-8.1325e-05
52.36	-8.1229e-05
52.38	-8.1133e-05
52.4	-8.10374e-05
52.42	-8.09415e-05
52.44	-8.08464e-05
52.46	-8.07511e-05
52.48	-8.06565e-05
52.5	-8.05617e-05
52.52	-8.04674e-05
52.54	-8.03732e-05
52.56	-8.02791e-05
52.58	-8.01854e-05
52.6	-8.00916e-05
52.62	-7.99984e-05
52.64	-7.9905e-05
52.66	-7.98121e-05
52.68	-7.97193e-05
52.7	-7.9627e-05
52.72	-7.95348e-05
52.74	-7.94426e-05
52.76	-7.93506e-05
52.78	-7.92588e-05
52.8	-7.9167e-05
52.82	-7.90757e-05
52.84	-7.89845e-05
52.86	-7.8894e-05
52.88	-7.88031e-05
52.9	-7.87133e-05
52.92	-7.86224e-05
52.94	-7.85324e-05
52.96	-7.84425e-05
52.98	-7.83527e-05
53	-7.82631e-05
53.02	-7.81737e-05
53.04	-7.80847e-05
53.06	-7.7996e-05
53.08	-7.79074e-05
53.1	-7.78187e-05
53.12	-7.77305e-05
53.14	-7.76424e-05
53.16	-7.75547e-05
53.18	-7.7467e-05
53.2	-7.73795e-05
53.22	-7.72923e-05
53.24	-7.72054e-05
53.26	-7.71185e-05
53.28	-7.70319e-05
53.3	-7.69452e-05
53.32	-7.68591e-05
53.34	-7.6773e-05
53.36	-7.66871e-05
53.38	-7.66015e-05
53.4	-7.65161e-05
53.42	-7.64306e-05
53.44	-7.63457e-05
53.46	-7.62611e-05
53.48	-7.61764e-05
53.5	-7.60919e-05
53.52	-7.60074e-05
53.54	-7.59236e-05
53.56	-7.58395e-05
53.58	-7.57556e-05
53.6	-7.56725e-05
53.62	-7.55895e-05
53.64	-7.55062e-05
53.66	-7.54232e-05
53.68	-7.53407e-05
53.7	-7.52582e-05
53.72	-7.5176e-05
53.74	-7.50938e-05
53.76	-7.50119e-05
53.78	-7.49304e-05
53.8	-7.48489e-05
53.82	-7.47677e-05
53.84	-7.46864e-05
53.86	-7.46056e-05
53.88	-7.45248e-05
53.9	-7.44444e-05
53.92	-7.43639e-05
53.94	-7.4284e-05
53.96	-7.42035e-05
53.98	-7.41242e-05
54	-7.40443e-05
54.02	-7.3965e-05
54.04	-7.38861e-05
54.06	-7.38071e-05
54.08	-7.37284e-05
54.1	-7.36499e-05
54.12	-7.35718e-05
54.14	-7.34934e-05
54.16	-7.34156e-05
54.18	-7.33378e-05
54.2	-7.32605e-05
54.22	-7.31831e-05
54.24	-7.31059e-05
54.26	-7.30291e-05
54.28	-7.29523e-05
54.3	-7.28759e-05
54.32	-7.27992e-05
54.34	-7.27231e-05
54.36	-7.26478e-05
54.38	-7.25716e-05
54.4	-7.24985e-05
54.42	-7.2421e-05
54.44	-7.2346e-05
54.46	-7.22711e-05
54.48	-7.21964e-05
54.5	-7.21219e-05
54.52	-7.20478e-05
54.54	-7.19734e-05
54.56	-7.18995e-05
54.58	-7.18257e-05
54.6	-7.17525e-05
54.62	-7.16791e-05
54.64	-7.16059e-05
54.66	-7.15329e-05
54.68	-7.14603e-05
54.7	-7.13877e-05
54.72	-7.13155e-05
54.74	-7.12434e-05
54.76	-7.11716e-05
54.78	-7.10993e-05
54.8	-7.10279e-05
54.82	-7.09565e-05
54.84	-7.08856e-05
54.86	-7.08145e-05
54.88	-7.07437e-05
54.9	-7.06732e-05
54.92	-7.06027e-05
54.94	-7.05323e-05
54.96	-7.04625e-05
54.98	-7.03926e-05
55	-7.0323e-05
55.02	-7.02535e-05
55.04	-7.01843e-05
55.06	-7.01152e-05
55.08	-7.00462e-05
55.1	-6.99775e-05
55.12	-6.9909e-05
55.14	-6.98406e-05
55.16	-6.97726e-05
55.18	-6.97045e-05
55.2	-6.96366e-05
55.22	-6.95691e-05
55.24	-6.95016e-05
55.26	-6.94343e-05
55.28	-6.93674e-05
55.3	-6.93003e-05
55.32	-6.92336e-05
55.34	-6.91671e-05
55.36	-6.91008e-05
55.38	-6.90347e-05
55.4	-6.89685e-05
55.42	-6.89028e-05
55.44	-6.88364e-05
55.46	-6.87709e-05
55.48	-6.87059e-05
55.5	-6.86408e-05
55.52	-6.8576e-05
55.54	-6.85117e-05
55.56	-6.84468e-05
55.58	-6.83822e-05
55.6	-6.8318e-05
55.62	-6.82539e-05
55.64	-6.81898e-05
55.66	-6.81262e-05
55.68	-6.80626e-05
55.7	-6.79991e-05
55.72	-6.79356e-05
55.74	-6.78727e-05
55.76	-6.78097e-05
55.78	-6.77468e-05
55.8	-6.76843e-05
55.82	-6.7623e-05
55.84	-6.75604e-05
55.86	-6.74979e-05
55.88	-6.74362e-05
55.9	-6.73749e-05
55.92	-6.73135e-05
55.94	-6.72513e-05
55.96	-6.71901e-05
55.98	-6.71288e-05
56	-6.70676e-05
56.02	-6.70068e-05
56.04	-6.6945e-05
56.06	-6.68843e-05
56.08	-6.68238e-05
56.1	-6.67637e-05
56.12	-6.67032e-05
56.14	-6.66432e-05
56.16	-6.65834e-05
56.18	-6.65236e-05
56.2	-6.64639e-05
56.22	-6.64045e-05
56.24	-6.6345e-05
56.26	-6.62859e-05
56.28	-6.62267e-05
56.3	-6.61677e-05
56.32	-6.61088e-05
56.34	-6.605e-05
56.36	-6.59915e-05
56.38	-6.59331e-05
56.4	-6.58744e-05
56.42	-6.58163e-05
56.44	-6.5758e-05
56.46	-6.57005e-05
56.48	-6.56426e-05
56.5	-6.55844e-05
56.52	-6.55268e-05
56.54	-6.54691e-05
56.56	-6.54116e-05
56.58	-6.53542e-05
56.6	-6.52968e-05
56.62	-6.52396e-05
56.64	-6.51829e-05
56.66	-6.51258e-05
56.68	-6.50692e-05
56.7	-6.50124e-05
56.72	-6.49556e-05
56.74	-6.49903e-05
56.76	-6.48425e-05
56.78	-6.47862e-05
56.8	-6.47298e-05
56.82	-6.46735e-05
56.84	-6.46172e-05
56.86	-6.45613e-05
56.88	-6.45058e-05
56.9	-6.44499e-05
56.92	-6.43942e-05
56.94	-6.43386e-05
56.96	-6.42829e-05
56.98	-6.42276e-05
57	-6.41721e-05
57.02	-6.41166e-05
57.04	-6.40617e-05
57.06	-6.40065e-05
57.08	-6.39516e-05
57.1	-6.38966e-05
57.12	-6.38416e-05
57.14	-6.37868e-05
57.16	-6.3732e-05
57.18	-6.36774e-05
57.2	-6.36228e-05
57.22	-6.35685e-05
57.24	-6.35138e-05
57.26	-6.34597e-05
57.28	-6.34053e-05
57.3	-6.33513e-05
57.32	-6.3297e-05
57.34	-6.32431e-05
57.36	-6.3189e-05
57.38	-6.3135e-05
57.4	-6.30811e-05
57.42	-6.30274e-05
57.44	-6.29737e-05
57.46	-6.29207e-05
57.48	-6.28666e-05
57.5	-6.28134e-05
57.52	-6.27597e-05
57.54	-6.27062e-05
57.56	-6.26531e-05
57.58	-6.26e-05
57.6	-6.25468e-05
57.62	-6.24937e-05
57.64	-6.24409e-05
57.66	-6.23878e-05
57.68	-6.23348e-05
57.7	-6.22819e-05
57.72	-6.22293e-05
57.74	-6.21766e-05
57.76	-6.2124e-05
57.78	-6.20713e-05
57.8	-6.2019e-05
57.82	-6.19665e-05
57.84	-6.19141e-05
57.86	-6.18621e-05
57.88	-6.18098e-05
57.9	-6.17575e-05
57.92	-6.17054e-05
57.94	-6.16534e-05
57.96	-6.16014e-05
57.98	-6.15494e-05
58	-6.14977e-05
58.02	-6.14458e-05
58.04	-6.13941e-05
58.06	-6.13425e-05
58.08	-6.12908e-05
58.1	-6.12393e-05
58.12	-6.11878e-05
58.14	-6.11364e-05
58.16	-6.10851e-05
58.18	-6.10336e-05
58.2	-6.09824e-05
58.22	-6.09315e-05
58.24	-6.08802e-05
58.26	-6.08292e-05
58.28	-6.07784e-05
58.3	-6.07272e-05
58.32	-6.06763e-05
58.34	-6.06252e-05
58.36	-6.05743e-05
58.38	-6.05237e-05
58.4	-6.0473e-05
58.42	-6.04222e-05
58.44	-6.03718e-05
58.46	-6.03213e-05
58.48	-6.0271e-05
58.5	-6.02206e-05
58.52	-6.01701e-05
58.54	-6.012e-05
58.56	-6.00699e-05
58.58	-6.00197e-05
58.6	-5.99694e-05
58.62	-5.99193e-05
58.64	-5.98693e-05
58.66	-5.98192e-05
58.68	-5.97696e-05
58.7	-5.97198e-05
58.72	-5.96699e-05
58.74	-5.96201e-05
58.76	-5.95707e-05
58.78	-5.9521e-05
58.8	-5.94716e-05
58.82	-5.9422e-05
58.84	-5.93726e-05
58.86	-5.93232e-05
58.88	-5.92741e-05
58.9	-5.92248e-05
58.92	-5.91752e-05
58.94	-5.91261e-05
58.96	-5.90775e-05
58.98	-5.90286e-05
59	-5.89796e-05
59.02	-5.89307e-05
59.04	-5.88819e-05
59.06	-5.88334e-05
59.08	-5.87846e-05
59.1	-5.87359e-05
59.12	-5.86873e-05
59.14	-5.8639e-05
59.16	-5.85906e-05
59.18	-5.85424e-05
59.2	-5.8494e-05
59.22	-5.84458e-05
59.24	-5.83977e-05
59.26	-5.83495e-05
59.28	-5.83017e-05
59.3	-5.82537e-05
59.32	-5.82059e-05
59.34	-5.81581e-05
59.36	-5.81106e-05
59.38	-5.80628e-05
59.4	-5.80152e-05
59.42	-5.79676e-05
59.44	-5.79203e-05
59.46	-5.78728e-05
59.48	-5.78256e-05
59.5	-5.77785e-05
59.52	-5.77314e-05
59.54	-5.76842e-05
59.56	-5.76371e-05
59.58	-5.75903e-05
59.6	-5.75435e-05
59.62	-5.74966e-05
59.64	-5.74501e-05
59.66	-5.74033e-05
59.68	-5.73567e-05
59.7	-5.73102e-05
59.72	-5.72638e-05
59.74	-5.72177e-05
59.76	-5.71713e-05
59.78	-5.7125e-05
59.8	-5.70789e-05
59.82	-5.70328e-05
59.84	-5.69871e-05
59.86	-5.6941e-05
59.88	-5.68953e-05
59.9	-5.68494e-05
59.92	-5.6804e-05
59.94	-5.67582e-05
59.96	-5.67128e-05
59.98	-5.66672e-05
60	-5.66218e-05
60.02	-5.65812e-05
60.04	-5.65313e-05
60.06	-5.6486e-05
60.08	-5.6441e-05
60.1	-5.63959e-05
60.12	-5.63509e-05
60.14	-5.6306e-05
60.16	-5.62613e-05
60.18	-5.62165e-05
60.2	-5.61719e-05
60.22	-5.61273e-05
60.24	-5.60827e-05
60.26	-5.60492e-05
60.28	-5.59938e-05
60.3	-5.59496e-05
60.32	-5.59053e-05
60.34	-5.58611e-05
60.36	-5.58171e-05
60.38	-5.5773e-05
60.4	-5.5729e-05
60.42	-5.56852e-05
60.44	-5.56413e-05
60.46	-5.55975e-05
60.48	-5.55539e-05
60.5	-5.55104e-05
60.52	-5.54668e-05
60.54	-5.54233e-05
60.56	-5.53799e-05
60.58	-5.53366e-05
60.6	-5.52933e-05
60.62	-5.52501e-05
60.64	-5.52071e-05
60.66	-5.51638e-05
60.68	-5.5121e-05
60.7	-5.50777e-05
60.72	-5.50351e-05
60.74	-5.49921e-05
60.76	-5.49495e-05
60.78	-5.49069e-05
60.8	-5.48644e-05
60.82	-5.48218e-05
60.84	-5.47794e-05
60.86	-5.47372e-05
60.88	-5.46949e-05
60.9	-5.46527e-05
60.92	-5.46105e-05
60.94	-5.45684e-05
60.96	-5.45264e-05
60.98	-5.44846e-05
61	-5.44427e-05
61.02	-5.44008e-05
61.04	-5.43594e-05
61.06	-5.43177e-05
61.08	-5.42761e-05
61.1	-5.42346e-05
61.12	-5.4193e-05
61.14	-5.41516e-05
61.16	-5.41102e-05
61.18	-5.40688e-05
61.2	-5.40277e-05
61.22	-5.39863e-05
61.24	-5.39456e-05
61.26	-5.39047e-05
61.28	-5.38635e-05
61.3	-5.38225e-05
61.32	-5.37816e-05
61.34	-5.37412e-05
61.36	-5.37005e-05
61.38	-5.36599e-05
61.4	-5.36193e-05
61.42	-5.35788e-05
61.44	-5.35383e-05
61.46	-5.34978e-05
61.48	-5.34576e-05
61.5	-5.34173e-05
61.52	-5.3377e-05
61.54	-5.3337e-05
61.56	-5.32969e-05
61.58	-5.32569e-05
61.6	-5.3217e-05
61.62	-5.3177e-05
61.64	-5.31372e-05
61.66	-5.30975e-05
61.68	-5.30579e-05
61.7	-5.30181e-05
61.72	-5.29786e-05
61.74	-5.29391e-05
61.76	-5.28994e-05
61.78	-5.28601e-05
61.8	-5.28207e-05
61.82	-5.27814e-05
61.84	-5.27423e-05
61.86	-5.2703e-05
61.88	-5.26638e-05
61.9	-5.26249e-05
61.92	-5.25856e-05
61.94	-5.25469e-05
61.96	-5.25067e-05
61.98	-5.24683e-05
62	-5.243e-05
62.02	-5.23917e-05
62.04	-5.23535e-05
62.06	-5.23152e-05
62.08	-5.22754e-05
62.1	-5.22368e-05
62.12	-5.21984e-05
62.14	-5.216e-05
62.16	-5.21215e-05
62.18	-5.20833e-05
62.2	-5.20449e-05
62.22	-5.20066e-05
62.24	-5.19685e-05
62.26	-5.19304e-05
62.28	-5.18922e-05
62.3	-5.18541e-05
62.32	-5.18162e-05
62.34	-5.17782e-05
62.36	-5.17407e-05
62.38	-5.17025e-05
62.4	-5.16644e-05
62.42	-5.16267e-05
62.44	-5.15891e-05
62.46	-5.15514e-05
62.48	-5.15137e-05
62.5	-5.14761e-05
62.52	-5.14386e-05
62.54	-5.1401e-05
62.56	-5.13636e-05
62.58	-5.13262e-05
62.6	-5.12888e-05
62.62	-5.12515e-05
62.64	-5.12142e-05
62.66	-5.11769e-05
62.68	-5.11396e-05
62.7	-5.11025e-05
62.72	-5.10655e-05
62.74	-5.10283e-05
62.76	-5.09912e-05
62.78	-5.09544e-05
62.8	-5.09175e-05
62.82	-5.08805e-05
62.84	-5.08436e-05
62.86	-5.08068e-05
62.88	-5.07699e-05
62.9	-5.07332e-05
62.92	-5.06965e-05
62.94	-5.06597e-05
62.96	-5.06231e-05
62.98	-5.05865e-05
63	-5.05501e-05
63.02	-5.05135e-05
63.04	-5.04769e-05
63.06	-5.04406e-05
63.08	-5.04041e-05
63.1	-5.03677e-05
63.12	-5.03315e-05
63.14	-5.02951e-05
63.16	-5.02589e-05
63.18	-5.02227e-05
63.2	-5.01864e-05
63.22	-5.01504e-05
63.24	-5.01143e-05
63.26	-5.00782e-05
63.28	-5.00422e-05
63.3	-5.00062e-05
63.32	-4.99702e-05
63.34	-4.99343e-05
63.36	-4.98984e-05
63.38	-4.98627e-05
63.4	-4.9827e-05
63.42	-4.97912e-05
63.44	-4.97554e-05
63.46	-4.97197e-05
63.48	-4.96841e-05
