Data table for Imaginary Im[epsilon] and real componets Re[epsilon] for Argon gas
Re and Im values are multiplied by 1e4 to better display the scale
Energy[eV]	Re*1e4	Im*1e4
0	-nan	1892	-0.0889119
0	-nan	1893	-0.0888627
0	-nan	1894	-0.0888153
0	-nan	1895	-0.0887661
0	-nan	1896	-0.0887172
0	-nan	1897	-0.0886681
0	-nan	1898	-0.0886195
0	-nan	1899	-0.0885709
0	-nan	1900	-0.0885215
0	-nan	1901	-0.0884746
0	-nan	1902	-0.0884266
0	-nan	1903	-0.0883771
0	-nan	1904	-0.0883322
0	-nan	1905	-0.0882812
0	-nan	1906	-0.0882328
0	-nan	1907	-0.088185
0	-nan	1908	-0.0881379
0	-nan	1909	-0.0880907
0	-nan	1910	-0.0880428
0	-nan	1911	-0.0879924
0	-nan	1912	-0.0879448
0	-nan	1913	-0.0879018
0	-nan	1914	-0.0878494
0	-nan	1915	-0.0878005
0	-nan	1916	-0.0877539
0	-nan	1917	-0.0877061
0	-nan	1918	-0.0876633
0	-nan	1919	-0.0876107
0	-nan	1920	-0.0875632
0	-nan	1921	-0.0875161
0	-nan	1922	-0.0874687
0	-nan	1923	-0.0874226
0	-nan	1924	-0.0873741
0	-nan	1925	-0.0873138
0	-nan	1926	-0.0872799
0	-nan	1927	-0.087232
0	-nan	1928	-0.0871855
0	-nan	1929	-0.0871385
0	-nan	1930	-0.0870915
0	-nan	1931	-0.0870446
0	-nan	1932	-0.0869976
0	-nan	1933	-0.0869507
0	-nan	1934	-0.0869041
0	-nan	1935	-0.0868568
0	-nan	1936	-0.0868106
0	-nan	1937	-0.0867639
0	-nan	1938	-0.0867171
0	-nan	1939	-0.0866709
0	-nan	1940	-0.0866243
0	-nan	1941	-0.0865778
0	-nan	1942	-0.0865322
0	-nan	1943	-0.0864825
0	-nan	1944	-0.0864395
0	-nan	1945	-0.0863926
0	-nan	1946	-0.0863468
0	-nan	1947	-0.086301
0	-nan	1948	-0.0862549
0	-nan	1949	-0.0862088
0	-nan	1950	-0.0861643
0	-nan	1951	-0.086116
0	-nan	1952	-0.0860706
0	-nan	1953	-0.0860252
0	-nan	1954	-0.0859793
0	-nan	1955	-0.0859337
0	-nan	1956	-0.0858884
0	-nan	1957	-0.0858428
0	-nan	1958	-0.085794
0	-nan	1959	-0.0857506
0	-nan	1960	-0.0857057
0	-nan	1961	-0.0856606
0	-nan	1962	-0.0856149
0	-nan	1963	-0.0855689
0	-nan	1964	-0.0855241
0	-nan	1965	-0.0854788
0	-nan	1966	-0.0854336
0	-nan	1967	-0.0853886
0	-nan	1968	-0.0853436
0	-nan	1969	-0.0852962
0	-nan	1970	-0.0852533
0	-nan	1971	-0.0852093
0	-nan	1972	-0.0851918
0	-nan	1973	-0.0851142
0	-nan	1974	-0.0850739
0	-nan	1975	-0.0850292
0	-nan	1976	-0.0849844
0	-nan	1977	-0.0849398
0	-nan	1978	-0.0848958
0	-nan	1979	-0.0848511
0	-nan	1980	-0.0848055
0	-nan	1981	-0.0847596
0	-nan	1982	-0.0847165
0	-nan	1983	-0.084672
0	-nan	1984	-0.0846277
0	-nan	1985	-0.0845836
0	-nan	1986	-0.0845396
0	-nan	1987	-0.0844953
0	-nan	1988	-0.084451
0	-nan	1989	-0.0844077
0	-nan	1990	-0.0843636
0	-nan	1991	-0.084321
0	-nan	1992	-0.084277
0	-nan	1993	-0.0842316
0	-nan	1994	-0.0841869
0	-nan	1995	-0.0841428
0	-nan	1996	-0.0840989
0	-nan	1997	-0.0840527
0	-nan	1998	-0.0840116
0	-nan	1999	-0.083968
0	-nan	2000	-0.0839245
0	-nan	2001	-0.0838809
0	-nan	2002	-0.0838384
0	-nan	2003	-0.0837951
0	-nan	2004	-0.0837515
0	-nan	2005	-0.0837074
0	-nan	2006	-0.0836643
0	-nan	2007	-0.0836222
0	-nan	2008	-0.0835764
0	-nan	2009	-0.0835348
0	-nan	2010	-0.0834915
0	-nan	2011	-0.0834487
0	-nan	2012	-0.0834051
0	-nan	2013	-0.0833621
0	-nan	2014	-0.0833221
0	-nan	2015	-0.0832765
0	-nan	2016	-0.0832351
0	-nan	2017	-0.0831907
0	-nan	2018	-0.0831478
0	-nan	2019	-0.0831078
0	-nan	2020	-0.0830617
0	-nan	2021	-0.0830191
0	-nan	2022	-0.082977
0	-nan	2023	-0.0829346
0	-nan	2024	-0.0828919
0	-nan	2025	-0.082849
0	-nan	2026	-0.0828066
0	-nan	2027	-0.0827644
0	-nan	2028	-0.0827222
0	-nan	2029	-0.0826798
0	-nan	2030	-0.0826377
0	-nan	2031	-0.0825948
0	-nan	2032	-0.0825526
0	-nan	2033	-0.082511
0	-nan	2034	-0.082465
0	-nan	2035	-0.0824268
0	-nan	2036	-0.0823877
0	-nan	2037	-0.0823426
0	-nan	2038	-0.0823008
0	-nan	2039	-0.0822589
0	-nan	2040	-0.082224
0	-nan	2041	-0.0821755
0	-nan	2042	-0.0821334
0	-nan	2043	-0.0820918
0	-nan	2044	-0.0820501
0	-nan	2045	-0.0820087
0	-nan	2046	-0.081893
0	-nan	2047	-0.0819254
0	-nan	2048	-0.0818836
0	-nan	2049	-0.0818449
0	-nan	2050	-0.0818006
0	-nan	2051	-0.081759
0	-nan	2052	-0.0817171
0	-nan	2053	-0.0816768
0	-nan	2054	-0.0816352
0	-nan	2055	-0.0815941
0	-nan	2056	-0.0815532
0	-nan	2057	-0.0815114
0	-nan	2058	-0.0814708
0	-nan	2059	-0.0814294
0	-nan	2060	-0.0813886
0	-nan	2061	-0.0813463
0	-nan	2062	-0.0813067
0	-nan	2063	-0.0812658
0	-nan	2064	-0.0812249
0	-nan	2065	-0.081184
0	-nan	2066	-0.0811437
0	-nan	2067	-0.0811022
0	-nan	2068	-0.0810615
0	-nan	2069	-0.0810212
0	-nan	2070	-0.0809806
0	-nan	2071	-0.0809366
0	-nan	2072	-0.0808999
0	-nan	2073	-0.080858
0	-nan	2074	-0.0808187
0	-nan	2075	-0.080778
0	-nan	2076	-0.0807376
0	-nan	2077	-0.0806972
0	-nan	2078	-0.0806576
0	-nan	2079	-0.0806169
0	-nan	2080	-0.0805782
0	-nan	2081	-0.0805364
0	-nan	2082	-0.0804961
0	-nan	2083	-0.0804495
0	-nan	2084	-0.0804163
0	-nan	2085	-0.0803755
0	-nan	2086	-0.0176152
0	-nan	2087	-0.0176193
0	-nan	2088	-0.0176232
0	-nan	2089	-0.080217
0	-nan	2090	-0.0801721
0	-nan	2091	-0.0801369
0	-nan	2092	-0.0800966
0	-nan	2093	-0.080057
0	-nan	2094	-0.080018
0	-nan	2095	-0.0799784
0	-nan	2096	-0.0799372
0	-nan	2097	-0.0798991
0	-nan	2098	-0.0798598
0	-nan	2099	-0.0798202
0	-nan	2100	-0.0797807
0	-nan	2101	-0.0797413
0	-nan	2102	-0.0797012
0	-nan	2103	-0.0796618
0	-nan	2104	-0.0796228
0	-nan	2105	-0.0795842
0	-nan	2106	-0.079582
0	-nan	2107	-0.0795032
0	-nan	2108	-0.0794669
0	-nan	2109	-0.079428
0	-nan	2110	-0.0793887
0	-nan	2111	-0.0793499
0	-nan	2112	-0.0793109
0	-nan	2113	-0.0792718
0	-nan	2114	-0.0792328
0	-nan	2115	-0.0791936
0	-nan	2116	-0.0791556
0	-nan	2117	-0.0791168
0	-nan	2118	-0.0790772
0	-nan	2119	-0.0790383
0	-nan	2120	-0.0789982
0	-nan	2121	-0.0789616
0	-nan	2122	-0.0789237
0	-nan	2123	-0.0788851
0	-nan	2124	-0.0788373
0	-nan	2125	-0.0788084
0	-nan	2126	-0.0787694
0	-nan	2127	-0.0787322
0	-nan	2128	-0.0786928
0	-nan	2129	-0.0786539
0	-nan	2130	-0.0786161
0	-nan	2131	-0.0785773
0	-nan	2132	-0.0785398
0	-nan	2133	-0.0785017
0	-nan	2134	-0.078463
0	-nan	2135	-0.0784251
0	-nan	2136	-0.0783871
0	-nan	2137	-0.0783492
0	-nan	2138	-0.0783112
0	-nan	2139	-0.0782729
0	-nan	2140	-0.0782355
0	-nan	2141	-0.0781976
0	-nan	2142	-0.0781593
0	-nan	2143	-0.078122
0	-nan	2144	-0.0780842
0	-nan	2145	-0.0780463
0	-nan	2146	-0.0780085
0	-nan	2147	-0.0779704
0	-nan	2148	-0.0779346
0	-nan	2149	-0.0778953
0	-nan	2150	-0.0778579
0	-nan	2151	-0.0778204
0	-nan	2152	-0.0777832
0	-nan	2153	-0.0777456
0	-nan	2154	-0.0777082
0	-nan	2155	-0.0776709
0	-nan	2156	-0.0776336
0	-nan	2157	-0.0775963
0	-nan	2158	-0.0775592
0	-nan	2159	-0.077522
0	-nan	2160	-0.0774847
0	-nan	2161	-0.0774475
0	-nan	2162	-0.0774104
0	-nan	2163	-0.0773726
0	-nan	2164	-0.0773353
0	-nan	2165	-0.0772991
0	-nan	2166	-0.0772623
0	-nan	2167	-0.0772251
0	-nan	2168	-0.0771882
0	-nan	2169	-0.0771576
0	-nan	2170	-0.0771145
0	-nan	2171	-0.0770779
0	-nan	2172	-0.0770408
0	-nan	2173	-0.0770041
0	-nan	2174	-0.0769702
0	-nan	2175	-0.0769297
0	-nan	2176	-0.0768936
0	-nan	2177	-0.0768567
0	-nan	2178	-0.0768201
0	-nan	2179	-0.0767842
0	-nan	2180	-0.076749
0	-nan	2181	-0.0767118
0	-nan	2182	-0.0766753
0	-nan	2183	-0.0766392
0	-nan	2184	-0.0766022
0	-nan	2185	-0.0765659
0	-nan	2186	-0.0765304
0	-nan	2187	-0.0764938
0	-nan	2188	-0.0764575
0	-nan	2189	-0.076421
0	-nan	2190	-0.0763843
0	-nan	2191	-0.0763534
0	-nan	2192	-0.0763125
0	-nan	2193	-0.0762769
0	-nan	2194	-0.0762413
0	-nan	2195	-0.0762047
0	-nan	2196	-0.0761692
0	-nan	2197	-0.0761332
0	-nan	2198	-0.0760968
0	-nan	2199	-0.0760612
0	-nan	2200	-0.0760252
0	-nan	2201	-0.0759901
0	-nan	2202	-0.0759542
0	-nan	2203	-0.0759186
0	-nan	2204	-0.0758828
0	-nan	2205	-0.0758523
0	-nan	2206	-0.0758112
0	-nan	2207	-0.0757756
0	-nan	2208	-0.0757398
0	-nan	2209	-0.0757003
0	-nan	2210	-0.0756688
0	-nan	2211	-0.0756331
0	-nan	2212	-0.0755969
0	-nan	2213	-0.075564
0	-nan	2214	-0.0755161
0	-nan	2215	-0.0754915
0	-nan	2216	-0.0754555
0	-nan	2217	-0.0754214
0	-nan	2218	-0.0753862
0	-nan	2219	-0.0753511
0	-nan	2220	-0.0753151
0	-nan	2221	-0.0752797
0	-nan	2222	-0.0752456
0	-nan	2223	-0.0752108
0	-nan	2224	-0.0751755
0	-nan	2225	-0.0751405
0	-nan	2226	-0.0751068
0	-nan	2227	-0.0750712
0	-nan	2228	-0.0750358
0	-nan	2229	-0.0750005
0	-nan	2230	-0.0749655
0	-nan	2231	-0.0749318
0	-nan	2232	-0.0748972
0	-nan	2233	-0.0748626
0	-nan	2234	-0.0748275
0	-nan	2235	-0.074793
0	-nan	2236	-0.0747589
0	-nan	2237	-0.0747241
0	-nan	2238	-0.0746884
0	-nan	2239	-0.0746543
0	-nan	2240	-0.0746203
0	-nan	2241	-0.0745858
0	-nan	2242	-0.0745517
0	-nan	2243	-0.0745163
0	-nan	2244	-0.0745158
0	-nan	2245	-0.0744327
0	-nan	2246	-0.0744135
0	-nan	2247	-0.0743801
0	-nan	2248	-0.0743463
0	-nan	2249	-0.0743114
0	-nan	2250	-0.074277
0	-nan	2251	-0.0742428
0	-nan	2252	-0.0742087
0	-nan	2253	-0.0741782
0	-nan	2254	-0.0741385
0	-nan	2255	-0.0741064
0	-nan	2256	-0.0740722
0	-nan	2257	-0.0740384
0	-nan	2258	-0.0740061
0	-nan	2259	-0.073972
0	-nan	2260	-0.073937
0	-nan	2261	-0.0739017
0	-nan	2262	-0.0738693
0	-nan	2263	-0.0738379
0	-nan	2264	-0.0738015
0	-nan	2265	-0.0737676
0	-nan	2266	-0.0737347
0	-nan	2267	-0.0737007
0	-nan	2268	-0.0736717
0	-nan	2269	-0.0736302
0	-nan	2270	-0.0735967
0	-nan	2271	-0.0735667
0	-nan	2272	-0.0735327
0	-nan	2273	-0.0734994
0	-nan	2274	-0.0734658
0	-nan	2275	-0.0734317
0	-nan	2276	-0.0734
0	-nan	2277	-0.0733659
0	-nan	2278	-0.0733325
0	-nan	2279	-0.0732942
0	-nan	2280	-0.0732651
0	-nan	2281	-0.073232
0	-nan	2282	-0.0731988
0	-nan	2283	-0.0731656
0	-nan	2284	-0.0731334
0	-nan	2285	-0.0730997
0	-nan	2286	-0.0730631
0	-nan	2287	-0.0730335
0	-nan	2288	-0.0730005
0	-nan	2289	-0.0729677
0	-nan	2290	-0.0729344
0	-nan	2291	-0.0729018
0	-nan	2292	-0.0728685
0	-nan	2293	-0.0728358
0	-nan	2294	-0.0728003
0	-nan	2295	-0.0727702
0	-nan	2296	-0.0727373
0	-nan	2297	-0.0727043
0	-nan	2298	-0.0726717
0	-nan	2299	-0.072639
0	-nan	2300	-0.0726065
0	-nan	2301	-0.0725736
0	-nan	2302	-0.0725411
0	-nan	2303	-0.0725086
0	-nan	2304	-0.0724764
0	-nan	2305	-0.0724439
0	-nan	2306	-0.0724108
0	-nan	2307	-0.0723788
0	-nan	2308	-0.072346
0	-nan	2309	-0.0723177
0	-nan	2310	-0.0722812
0	-nan	2311	-0.0722516
0	-nan	2312	-0.0722165
0	-nan	2313	-0.0721843
0	-nan	2314	-0.0721519
0	-nan	2315	-0.0721201
0	-nan	2316	-0.0720877
0	-nan	2317	-0.0720554
0	-nan	2318	-0.0720237
0	-nan	2319	-0.0719912
0	-nan	2320	-0.071959
0	-nan	2321	-0.0719269
0	-nan	2322	-0.0718945
0	-nan	2323	-0.0718629
0	-nan	2324	-0.071831
0	-nan	2325	-0.0717983
0	-nan	2326	-0.071767
0	-nan	2327	-0.0717348
0	-nan	2328	-0.0717035
0	-nan	2329	-0.0716731
0	-nan	2330	-0.0716394
0	-nan	2331	-0.0716077
0	-nan	2332	-0.071665
0	-nan	2333	-0.0715438
0	-nan	2334	-0.071514
0	-nan	2335	-0.0714813
0	-nan	2336	-0.0714493
0	-nan	2337	-0.071419
0	-nan	2338	-0.0713853
0	-nan	2339	-0.0713532
0	-nan	2340	-0.0713227
0	-nan	2341	-0.0712909
0	-nan	2342	-0.0712607
0	-nan	2343	-0.0712292
0	-nan	2344	-0.0711978
0	-nan	2345	-0.0711663
0	-nan	2346	-0.0711339
0	-nan	2347	-0.0711005
0	-nan	2348	-0.0710699
0	-nan	2349	-0.0710401
0	-nan	2350	-0.0710096
0	-nan	2351	-0.0709836
0	-nan	2352	-0.0709462
0	-nan	2353	-0.0709156
0	-nan	2354	-0.0708845
0	-nan	2355	-0.0708547
0	-nan	2356	-0.0708221
0	-nan	2357	-0.0707903
0	-nan	2358	-0.0707594
0	-nan	2359	-0.070729
0	-nan	2360	-0.0706982
0	-nan	2361	-0.0706675
0	-nan	2362	-0.0706356
0	-nan	2363	-0.0706057
0	-nan	2364	-0.0705748
0	-nan	2365	-0.0705433
0	-nan	2366	-0.0705129
0	-nan	2367	-0.0704822
0	-nan	2368	-0.0704557
0	-nan	2369	-0.0704211
0	-nan	2370	-0.0703764
0	-nan	2371	-0.0703588
0	-nan	2372	-0.0703282
0	-nan	2373	-0.0702975
0	-nan	2374	-0.0702669
0	-nan	2375	-0.0702369
0	-nan	2376	-0.0702056
0	-nan	2377	-0.0701754
0	-nan	2378	-0.0701445
0	-nan	2379	-0.0700943
0	-nan	2380	-0.0700844
0	-nan	2381	-0.0700536
0	-nan	2382	-0.0700227
0	-nan	2383	-0.0699928
0	-nan	2384	-0.0699603
0	-nan	2385	-0.0699316
0	-nan	2386	-0.0698705
0	-nan	2387	-0.0698714
0	-nan	2388	-0.0698371
0	-nan	2389	-0.0698108
0	-nan	2390	-0.0697808
0	-nan	2391	-0.0697458
0	-nan	2392	-0.0697204
0	-nan	2393	-0.0696903
0	-nan	2394	-0.0696599
0	-nan	2395	-0.0696167
0	-nan	2396	-0.0695826
0	-nan	2397	-0.0695569
0	-nan	2398	-0.0695271
0	-nan	2399	-0.0694998
0	-nan	2400	-0.0694705
0	-nan	2401	-0.0694379
0	-nan	2402	-0.0694108
0	-nan	2403	-0.0693657
0	-nan	2404	-0.0693492
0	-nan	2405	-0.0693194
0	-nan	2406	-0.0692897
0	-nan	2407	-0.0692603
0	-nan	2408	-0.0692521
0	-nan	2409	-0.0692007
0	-nan	2410	-0.0691713
0	-nan	2411	-0.0691423
0	-nan	2412	-0.0691127
0	-nan	2413	-0.0690832
0	-nan	2414	-0.0690541
0	-nan	2415	-0.0690242
0	-nan	2416	-0.068996
0	-nan	2417	-0.0689659
0	-nan	2418	-0.0689362
0	-nan	2419	-0.0689073
0	-nan	2420	-0.0688783
0	-nan	2421	-0.0688487
0	-nan	2422	-0.0688195
0	-nan	2423	-0.0687898
0	-nan	2424	-0.0687713
0	-nan	2425	-0.0687325
0	-nan	2426	-0.0687033
0	-nan	2427	-0.0686741
0	-nan	2428	-0.068645
0	-nan	2429	-0.0686159
0	-nan	2430	-0.068587
0	-nan	2431	-0.068558
0	-nan	2432	-0.0685291
0	-nan	2433	-0.0684998
0	-nan	2434	-0.0684714
0	-nan	2435	-0.0684422
0	-nan	2436	-0.0684141
0	-nan	2437	-0.0683848
0	-nan	2438	-0.0683561
0	-nan	2439	-0.0683279
0	-nan	2440	-0.0682992
0	-nan	2441	-0.0682698
0	-nan	2442	-0.0682408
0	-nan	2443	-0.0682125
0	-nan	2444	-0.0681793
0	-nan	2445	-0.068155
0	-nan	2446	-0.0681267
0	-nan	2447	-0.0680889
0	-nan	2448	-0.0680705
0	-nan	2449	-0.0680422
0	-nan	2450	-0.0680127
0	-nan	2451	-0.0679841
0	-nan	2452	-0.0679555
0	-nan	2453	-0.067927
0	-nan	2454	-0.0678988
0	-nan	2455	-0.0678703
0	-nan	2456	-0.0678418
0	-nan	2457	-0.0678136
0	-nan	2458	-0.0677854
0	-nan	2459	-0.067757
0	-nan	2460	-0.067734
0	-nan	2461	-0.0677054
0	-nan	2462	-0.0676774
0	-nan	2463	-0.0676494
0	-nan	2464	-0.0676211
0	-nan	2465	-0.0675931
0	-nan	2466	-0.0675649
0	-nan	2467	-0.0675368
0	-nan	2468	-0.0675087
0	-nan	2469	-0.0674807
0	-nan	2470	-0.0674525
0	-nan	2471	-0.0674232
0	-nan	2472	-0.0673963
0	-nan	2473	-0.0673682
0	-nan	2474	-0.0673402
0	-nan	2475	-0.0673122
0	-nan	2476	-0.0672839
0	-nan	2477	-0.0141314
0	-nan	2478	-0.0141121
0	-nan	2479	-0.0140927
0	-nan	2480	-0.0671736
0	-nan	2481	-0.0671457
0	-nan	2482	-0.0671182
0	-nan	2483	-0.0670902
0	-nan	2484	-0.0670621
0	-nan	2485	-0.0670343
0	-nan	2486	-0.0670066
0	-nan	2487	-0.0669788
0	-nan	2488	-0.0669523
0	-nan	2489	-0.0669244
0	-nan	2490	-0.0668966
0	-nan	2491	-0.0668701
0	-nan	2492	-0.066842
0	-nan	2493	-0.0668136
0	-nan	2494	-0.0667859
0	-nan	2495	-0.0667583
0	-nan	2496	-0.0667308
0	-nan	2497	-0.0667024
0	-nan	2498	-0.0666763
0	-nan	2499	-0.0666483
0	-nan	2500	-0.0666208
0	-nan	2501	-0.0665935
0	-nan	2502	-0.0665662
0	-nan	2503	-0.066539
0	-nan	2504	-0.0665128
0	-nan	2505	-0.0664795
0	-nan	2506	-0.0664583
0	-nan	2507	-0.0664164
0	-nan	2508	-0.0664038
0	-nan	2509	-0.0663765
0	-nan	2510	-0.0663495
0	-nan	2511	-0.0663225
0	-nan	2512	-0.0662808
0	-nan	2513	-0.0662531
0	-nan	2514	-0.0662265
0	-nan	2515	-0.0661984
0	-nan	2516	-0.0661703
0	-nan	2517	-0.0661452
0	-nan	2518	-0.0661175
0	-nan	2519	-0.0660895
0	-nan	2520	-0.0660627
0	-nan	2521	-0.0660365
0	-nan	2522	-0.066009
0	-nan	2523	-0.065982
0	-nan	2524	-0.0659543
0	-nan	2525	-0.0659263
0	-nan	2526	-0.0659019
0	-nan	2527	-0.0658743
0	-nan	2528	-0.0658472
0	-nan	2529	-0.06582
0	-nan	2530	-0.0657929
0	-nan	2531	-0.0657665
0	-nan	2532	-0.0657397
0	-nan	2533	-0.0657129
0	-nan	2534	-0.0656862
0	-nan	2535	-0.065659
0	-nan	2536	-0.0656324
0	-nan	2537	-0.0656055
0	-nan	2538	-0.0655788
0	-nan	2539	-0.0655522
0	-nan	2540	-0.0655259
0	-nan	2541	-0.0654988
0	-nan	2542	-0.0654732
0	-nan	2543	-0.0654457
0	-nan	2544	-0.06542
0	-nan	2545	-0.0653933
0	-nan	2546	-0.0653655
0	-nan	2547	-0.0653396
0	-nan	2548	-0.0653132
0	-nan	2549	-0.0652866
0	-nan	2550	-0.06526
0	-nan	2551	-0.0652342
0	-nan	2552	-0.0652069
0	-nan	2553	-0.0651803
0	-nan	2554	-0.0651543
0	-nan	2555	-0.0651292
0	-nan	2556	-0.0651015
0	-nan	2557	-0.0650755
0	-nan	2558	-0.0650468
0	-nan	2559	-0.0650226
0	-nan	2560	-0.0649971
0	-nan	2561	-0.0649704
0	-nan	2562	-0.0649444
0	-nan	2563	-0.0649087
0	-nan	2564	-0.0648918
0	-nan	2565	-0.0648653
0	-nan	2566	-0.0648401
0	-nan	2567	-0.0648137
0	-nan	2568	-0.0647876
0	-nan	2569	-0.0647613
0	-nan	2570	-0.0647356
0	-nan	2571	-0.0647094
0	-nan	2572	-0.0646831
0	-nan	2573	-0.0646607
0	-nan	2574	-0.0646317
0	-nan	2575	-0.0646058
0	-nan	2576	-0.0645793
0	-nan	2577	-0.0645538
0	-nan	2578	-0.064528
0	-nan	2579	-0.0645019
0	-nan	2580	-0.0644759
0	-nan	2581	-0.0644498
0	-nan	2582	-0.0644248
0	-nan	2583	-0.0644004
0	-nan	2584	-0.0643728
0	-nan	2585	-0.0643473
0	-nan	2586	-0.0643174
0	-nan	2587	-0.0642917
0	-nan	2588	-0.0642703
0	-nan	2589	-0.06425
0	-nan	2590	-0.0642186
0	-nan	2591	-0.064193
0	-nan	2592	-0.0641681
0	-nan	2593	-0.0641424
0	-nan	2594	-0.0641169
0	-nan	2595	-0.0640907
0	-nan	2596	-0.0640656
0	-nan	2597	-0.0640399
0	-nan	2598	-0.0640142
0	-nan	2599	-0.0639889
0	-nan	2600	-0.063964
0	-nan	2601	-0.0639394
0	-nan	2602	-0.0639125
0	-nan	2603	-0.0638873
0	-nan	2604	-0.0638598
0	-nan	2605	-0.0638368
0	-nan	2606	-0.0638114
0	-nan	2607	-0.0637837
0	-nan	2608	-0.0637679
0	-nan	2609	-0.0637357
0	-nan	2610	-0.0637103
0	-nan	2611	-0.0636849
0	-nan	2612	-0.0636592
0	-nan	2613	-0.0636348
0	-nan	2614	-0.0636095
0	-nan	2615	-0.0635843
0	-nan	2616	-0.0635589
0	-nan	2617	-0.0635348
0	-nan	2618	-0.0635092
0	-nan	2619	-0.0634835
0	-nan	2620	-0.0634588
0	-nan	2621	-0.0634339
0	-nan	2622	-0.0634088
0	-nan	2623	-0.063384
0	-nan	2624	-0.0633589
0	-nan	2625	-0.0633364
0	-nan	2626	-0.063309
0	-nan	2627	-0.0632841
0	-nan	2628	-0.0632595
0	-nan	2629	-0.0632345
0	-nan	2630	-0.0632094
0	-nan	2631	-0.063185
0	-nan	2632	-0.0631597
0	-nan	2633	-0.0631352
0	-nan	2634	-0.06311
0	-nan	2635	-0.0630856
0	-nan	2636	-0.063061
0	-nan	2637	-0.0630358
0	-nan	2638	-0.0630114
0	-nan	2639	-0.0629876
0	-nan	2640	-0.062962
0	-nan	2641	-0.0629374
0	-nan	2642	-0.0629126
0	-nan	2643	-0.0628875
0	-nan	2644	-0.0628633
0	-nan	2645	-0.0628386
0	-nan	2646	-0.0628153
0	-nan	2647	-0.0627903
0	-nan	2648	-0.0627656
0	-nan	2649	-0.0627413
0	-nan	2650	-0.0627166
0	-nan	2651	-0.0626918
0	-nan	2652	-0.0626675
0	-nan	2653	-0.0626431
0	-nan	2654	-0.0626186
0	-nan	2655	-0.0625938
0	-nan	2656	-0.0625697
0	-nan	2657	-0.0625566
0	-nan	2658	-0.0625218
0	-nan	2659	-0.0624974
0	-nan	2660	-0.0624728
0	-nan	2661	-0.0624488
0	-nan	2662	-0.0624246
0	-nan	2663	-0.0623996
0	-nan	2664	-0.0623756
0	-nan	2665	-0.0623516
0	-nan	2666	-0.0623262
0	-nan	2667	-0.0623031
0	-nan	2668	-0.0622786
0	-nan	2669	-0.0622543
0	-nan	2670	-0.0622304
0	-nan	2671	-0.0622067
0	-nan	2672	-0.0621826
0	-nan	2673	-0.0621591
0	-nan	2674	-0.0621346
0	-nan	2675	-0.0621105
0	-nan	2676	-0.0620866
0	-nan	2677	-0.0620626
0	-nan	2678	-0.0620386
0	-nan	2679	-0.0620147
0	-nan	2680	-0.0619905
0	-nan	2681	-0.0619667
0	-nan	2682	-0.0619476
0	-nan	2683	-0.061919
0	-nan	2684	-0.0618951
0	-nan	2685	-0.0618711
0	-nan	2686	-0.0618547
0	-nan	2687	-0.0618236
0	-nan	2688	-0.0617761
0	-nan	2689	-0.0617762
0	-nan	2690	-0.0617524
0	-nan	2691	-0.0617333
0	-nan	2692	-0.0617053
0	-nan	2693	-0.0616812
0	-nan	2694	-0.0616577
0	-nan	2695	-0.0616337
0	-nan	2696	-0.0616103
0	-nan	2697	-0.0615868
0	-nan	2698	-0.0615629
0	-nan	2699	-0.0615395
0	-nan	2700	-0.0615157
0	-nan	2701	-0.0614916
0	-nan	2702	-0.0614688
0	-nan	2703	-0.0614088
0	-nan	2704	-0.0614217
0	-nan	2705	-0.0613981
0	-nan	2706	-0.0613749
0	-nan	2707	-0.0613513
0	-nan	2708	-0.0613281
0	-nan	2709	-0.0613044
0	-nan	2710	-0.0612808
0	-nan	2711	-0.0612577
0	-nan	2712	-0.0612341
0	-nan	2713	-0.0612109
0	-nan	2714	-0.0611878
0	-nan	2715	-0.0611642
0	-nan	2716	-0.0611411
0	-nan	2717	-0.0611172
0	-nan	2718	-0.061094
0	-nan	2719	-0.0610716
0	-nan	2720	-0.0610438
0	-nan	2721	-0.0610217
0	-nan	2722	-0.0609949
0	-nan	2723	-0.0609724
0	-nan	2724	-0.0609496
0	-nan	2725	-0.0609329
0	-nan	2726	-0.0609094
0	-nan	2727	-0.0608866
0	-nan	2728	-0.0608624
0	-nan	2729	-0.0608397
0	-nan	2730	-0.0608164
0	-nan	2731	-0.0607944
0	-nan	2732	-0.0607708
0	-nan	2733	-0.0607476
0	-nan	2734	-0.0607245
0	-nan	2735	-0.0607016
0	-nan	2736	-0.0606784
0	-nan	2737	-0.060656
0	-nan	2738	-0.0606329
0	-nan	2739	-0.0606098
0	-nan	2740	-0.0605876
0	-nan	2741	-0.0605638
0	-nan	2742	-0.0605409
0	-nan	2743	-0.060512
0	-nan	2744	-0.0604958
0	-nan	2745	-0.060473
0	-nan	2746	-0.06045
0	-nan	2747	-0.0604269
0	-nan	2748	-0.0604046
0	-nan	2749	-0.0603812
0	-nan	2750	-0.0603585
0	-nan	2751	-0.060336
0	-nan	2752	-0.0603131
0	-nan	2753	-0.0602913
0	-nan	2754	-0.0602683
0	-nan	2755	-0.0602459
0	-nan	2756	-0.0602229
0	-nan	2757	-0.0602005
0	-nan	2758	-0.0601777
0	-nan	2759	-0.0601549
0	-nan	2760	-0.0601338
0	-nan	2761	-0.06011
0	-nan	2762	-0.0600872
0	-nan	2763	-0.0600649
0	-nan	2764	-0.0600416
0	-nan	2765	-0.0600199
