Data table for Imaginary Im[epsilon] and real componets Re[epsilon] for Argon gas
Re and Im values are multiplied by 1e4 to better display the scale
Energy[eV]	Re*1e4	Im*1e4
0	-nan	974	-0.179588
0	-nan	975	-0.179388
0	-nan	976	-0.179194
0	-nan	977	-0.178993
0	-nan	978	-0.178795
0	-nan	979	-0.178598
0	-nan	980	-0.178396
0	-nan	981	-0.178198
0	-nan	982	-0.178008
0	-nan	983	-0.177813
0	-nan	984	-0.177618
0	-nan	985	-0.177423
0	-nan	986	-0.17723
0	-nan	987	-0.177024
0	-nan	988	-0.176843
0	-nan	989	-0.176649
0	-nan	990	-0.176458
0	-nan	991	-0.17626
0	-nan	992	-0.176073
0	-nan	993	-0.175882
0	-nan	994	-0.175686
0	-nan	995	-0.175502
0	-nan	996	-0.175311
0	-nan	997	-0.175121
0	-nan	998	-0.174931
0	-nan	999	-0.174736
0	-nan	1000	-0.174554
0	-nan	1001	-0.174366
0	-nan	1002	-0.17418
0	-nan	1003	-0.173992
0	-nan	1004	-0.173809
0	-nan	1005	-0.173619
0	-nan	1006	-0.173434
0	-nan	1007	-0.173248
0	-nan	1008	-0.173063
0	-nan	1009	-0.172879
0	-nan	1010	-0.1727
0	-nan	1011	-0.172509
0	-nan	1012	-0.172327
0	-nan	1013	-0.172143
0	-nan	1014	-0.17196
0	-nan	1015	-0.171778
0	-nan	1016	-0.171596
0	-nan	1017	-0.171415
0	-nan	1018	-0.171232
0	-nan	1019	-0.171052
0	-nan	1020	-0.170871
0	-nan	1021	-0.170692
0	-nan	1022	-0.170512
0	-nan	1023	-0.170333
0	-nan	1024	-0.170154
0	-nan	1025	-0.169982
0	-nan	1026	-0.169796
0	-nan	1027	-0.169619
0	-nan	1028	-0.16944
0	-nan	1029	-0.169263
0	-nan	1030	-0.169086
0	-nan	1031	-0.16891
0	-nan	1032	-0.168734
0	-nan	1033	-0.168558
0	-nan	1034	-0.168383
0	-nan	1035	-0.168208
0	-nan	1036	-0.168029
0	-nan	1037	-0.167859
0	-nan	1038	-0.167685
0	-nan	1039	-0.167511
0	-nan	1040	-0.167339
0	-nan	1041	-0.167166
0	-nan	1042	-0.16698
0	-nan	1043	-0.16682
0	-nan	1044	-0.16665
0	-nan	1045	-0.166478
0	-nan	1046	-0.166306
0	-nan	1047	-0.166135
0	-nan	1048	-0.165966
0	-nan	1049	-0.165796
0	-nan	1050	-0.165625
0	-nan	1051	-0.165456
0	-nan	1052	-0.165286
0	-nan	1053	-0.165119
0	-nan	1054	-0.164945
0	-nan	1055	-0.164783
0	-nan	1056	-0.164616
0	-nan	1057	-0.164449
0	-nan	1058	-0.16428
0	-nan	1059	-0.164115
0	-nan	1060	-0.163947
0	-nan	1061	-0.163782
0	-nan	1062	-0.163616
0	-nan	1063	-0.163451
0	-nan	1064	-0.163286
0	-nan	1065	-0.163121
0	-nan	1066	-0.162955
0	-nan	1067	-0.162793
0	-nan	1068	-0.162629
0	-nan	1069	-0.162466
0	-nan	1070	-0.162303
0	-nan	1071	-0.162141
0	-nan	1072	-0.161979
0	-nan	1073	-0.161816
0	-nan	1074	-0.161654
0	-nan	1075	-0.161493
0	-nan	1076	-0.161332
0	-nan	1077	-0.161173
0	-nan	1078	-0.161012
0	-nan	1079	-0.160851
0	-nan	1080	-0.16069
0	-nan	1081	-0.160532
0	-nan	1082	-0.160373
0	-nan	1083	-0.160215
0	-nan	1084	-0.160055
0	-nan	1085	-0.159909
0	-nan	1086	-0.159739
0	-nan	1087	-0.159581
0	-nan	1088	-0.159427
0	-nan	1089	-0.159265
0	-nan	1090	-0.15911
0	-nan	1091	-0.158955
0	-nan	1092	-0.158798
0	-nan	1093	-0.158642
0	-nan	1094	-0.158487
0	-nan	1095	-0.158332
0	-nan	1096	-0.158186
0	-nan	1097	-0.158023
0	-nan	1098	-0.157869
0	-nan	1099	-0.157715
0	-nan	1100	-0.157561
0	-nan	1101	-0.157409
0	-nan	1102	-0.157256
0	-nan	1103	-0.157113
0	-nan	1104	-0.156949
0	-nan	1105	-0.156801
0	-nan	1106	-0.156645
0	-nan	1107	-0.156496
0	-nan	1108	-0.156343
0	-nan	1109	-0.156191
0	-nan	1110	-0.15604
0	-nan	1111	-0.155888
0	-nan	1112	-0.155739
0	-nan	1113	-0.15559
0	-nan	1114	-0.155441
0	-nan	1115	-0.15529
0	-nan	1116	-0.155143
0	-nan	1117	-0.154994
0	-nan	1118	-0.154846
0	-nan	1119	-0.154697
0	-nan	1120	-0.15455
0	-nan	1121	-0.154402
0	-nan	1122	-0.154254
0	-nan	1123	-0.154076
0	-nan	1124	-0.153961
0	-nan	1125	-0.153815
0	-nan	1126	-0.153669
0	-nan	1127	-0.15353
0	-nan	1128	-0.153378
0	-nan	1129	-0.153232
0	-nan	1130	-0.153087
0	-nan	1131	-0.15294
0	-nan	1132	-0.152808
0	-nan	1133	-0.152653
0	-nan	1134	-0.15251
0	-nan	1135	-0.15236
0	-nan	1136	-0.152223
0	-nan	1137	-0.152079
0	-nan	1138	-0.151936
0	-nan	1139	-0.151794
0	-nan	1140	-0.151641
0	-nan	1141	-0.151508
0	-nan	1142	-0.151366
0	-nan	1143	-0.151226
0	-nan	1144	-0.151084
0	-nan	1145	-0.150943
0	-nan	1146	-0.150803
0	-nan	1147	-0.150663
0	-nan	1148	-0.150522
0	-nan	1149	-0.150382
0	-nan	1150	-0.150241
0	-nan	1151	-0.150103
0	-nan	1152	-0.149964
0	-nan	1153	-0.149825
0	-nan	1154	-0.149686
0	-nan	1155	-0.149558
0	-nan	1156	-0.149414
0	-nan	1157	-0.14927
0	-nan	1158	-0.149133
0	-nan	1159	-0.148995
0	-nan	1160	-0.148858
0	-nan	1161	-0.148721
0	-nan	1162	-0.148585
0	-nan	1163	-0.148446
0	-nan	1164	-0.148312
0	-nan	1165	-0.148177
0	-nan	1166	-0.14804
0	-nan	1167	-0.147905
0	-nan	1168	-0.147771
0	-nan	1169	-0.147639
0	-nan	1170	-0.147499
0	-nan	1171	-0.147365
0	-nan	1172	-0.147233
0	-nan	1173	-0.147099
0	-nan	1174	-0.146959
0	-nan	1175	-0.146828
0	-nan	1176	-0.146711
0	-nan	1177	-0.146566
0	-nan	1178	-0.146436
0	-nan	1179	-0.146299
0	-nan	1180	-0.146168
0	-nan	1181	-0.146036
0	-nan	1182	-0.145904
0	-nan	1183	-0.145771
0	-nan	1184	-0.14564
0	-nan	1185	-0.145509
0	-nan	1186	-0.145379
0	-nan	1187	-0.145248
0	-nan	1188	-0.145121
0	-nan	1189	-0.144987
0	-nan	1190	-0.144818
0	-nan	1191	-0.144729
0	-nan	1192	-0.1446
0	-nan	1193	-0.144472
0	-nan	1194	-0.14434
0	-nan	1195	-0.144211
0	-nan	1196	-0.144073
0	-nan	1197	-0.143954
0	-nan	1198	-0.143826
0	-nan	1199	-0.143698
0	-nan	1200	-0.14357
0	-nan	1201	-0.14345
0	-nan	1202	-0.143316
0	-nan	1203	-0.14319
0	-nan	1204	-0.143063
0	-nan	1205	-0.142935
0	-nan	1206	-0.14281
0	-nan	1207	-0.142683
0	-nan	1208	-0.142558
0	-nan	1209	-0.142433
0	-nan	1210	-0.142307
0	-nan	1211	-0.142182
0	-nan	1212	-0.142056
0	-nan	1213	-0.141933
0	-nan	1214	-0.141808
0	-nan	1215	-0.141684
0	-nan	1216	-0.14156
0	-nan	1217	-0.141436
0	-nan	1218	-0.141312
0	-nan	1219	-0.141189
0	-nan	1220	-0.141068
0	-nan	1221	-0.140943
0	-nan	1222	-0.140821
0	-nan	1223	-0.140696
0	-nan	1224	-0.140555
0	-nan	1225	-0.140455
0	-nan	1226	-0.14033
0	-nan	1227	-0.140208
0	-nan	1228	-0.140087
0	-nan	1229	-0.139966
0	-nan	1230	-0.139845
0	-nan	1231	-0.139723
0	-nan	1232	-0.139603
0	-nan	1233	-0.139483
0	-nan	1234	-0.139363
0	-nan	1235	-0.139243
0	-nan	1236	-0.13912
0	-nan	1237	-0.139003
0	-nan	1238	-0.138883
0	-nan	1239	-0.138757
0	-nan	1240	-0.138645
0	-nan	1241	-0.138527
0	-nan	1242	-0.138408
0	-nan	1243	-0.138288
0	-nan	1244	-0.13817
0	-nan	1245	-0.138053
0	-nan	1246	-0.137938
0	-nan	1247	-0.137817
0	-nan	1248	-0.137699
0	-nan	1249	-0.137581
0	-nan	1250	-0.137464
0	-nan	1251	-0.137347
0	-nan	1252	-0.13723
0	-nan	1253	-0.137104
0	-nan	1254	-0.136999
0	-nan	1255	-0.136884
0	-nan	1256	-0.136769
0	-nan	1257	-0.136653
0	-nan	1258	-0.136537
0	-nan	1259	-0.136423
0	-nan	1260	-0.136306
0	-nan	1261	-0.136192
0	-nan	1262	-0.136078
0	-nan	1263	-0.13596
0	-nan	1264	-0.135849
0	-nan	1265	-0.135735
0	-nan	1266	-0.135621
0	-nan	1267	-0.135508
0	-nan	1268	-0.135393
0	-nan	1269	-0.135279
0	-nan	1270	-0.135167
0	-nan	1271	-0.135054
0	-nan	1272	-0.134941
0	-nan	1273	-0.13483
0	-nan	1274	-0.134716
0	-nan	1275	-0.134604
0	-nan	1276	-0.134493
0	-nan	1277	-0.134379
0	-nan	1278	-0.134272
0	-nan	1279	-0.134157
0	-nan	1280	-0.134046
0	-nan	1281	-0.133936
0	-nan	1282	-0.133802
0	-nan	1283	-0.133713
0	-nan	1284	-0.133604
0	-nan	1285	-0.133493
0	-nan	1286	-0.133384
0	-nan	1287	-0.13328
0	-nan	1288	-0.133164
0	-nan	1289	-0.133053
0	-nan	1290	-0.132943
0	-nan	1291	-0.132833
0	-nan	1292	-0.132728
0	-nan	1293	-0.132607
0	-nan	1294	-0.132507
0	-nan	1295	-0.132399
0	-nan	1296	-0.13229
0	-nan	1297	-0.132182
0	-nan	1298	-0.132074
0	-nan	1299	-0.131966
0	-nan	1300	-0.131858
0	-nan	1301	-0.131755
0	-nan	1302	-0.131644
0	-nan	1303	-0.131536
0	-nan	1304	-0.131425
0	-nan	1305	-0.131323
0	-nan	1306	-0.131217
0	-nan	1307	-0.131111
0	-nan	1308	-0.131004
0	-nan	1309	-0.130898
0	-nan	1310	-0.130792
0	-nan	1311	-0.130686
0	-nan	1312	-0.130581
0	-nan	1313	-0.13048
0	-nan	1314	-0.130371
0	-nan	1315	-0.130266
0	-nan	1316	-0.130161
0	-nan	1317	-0.130056
0	-nan	1318	-0.129952
0	-nan	1319	-0.129844
0	-nan	1320	-0.129742
0	-nan	1321	-0.129638
0	-nan	1322	-0.129532
0	-nan	1323	-0.12943
0	-nan	1324	-0.129328
0	-nan	1325	-0.129224
0	-nan	1326	-0.129121
0	-nan	1327	-0.129017
0	-nan	1328	-0.128913
0	-nan	1329	-0.128836
0	-nan	1330	-0.128709
0	-nan	1331	-0.128606
0	-nan	1332	-0.128503
0	-nan	1333	-0.128401
0	-nan	1334	-0.128299
0	-nan	1335	-0.128197
0	-nan	1336	-0.128096
0	-nan	1337	-0.127996
0	-nan	1338	-0.127894
0	-nan	1339	-0.127793
0	-nan	1340	-0.127692
0	-nan	1341	-0.127591
0	-nan	1342	-0.12749
0	-nan	1343	-0.127389
0	-nan	1344	-0.127289
0	-nan	1345	-0.127189
0	-nan	1346	-0.1271
0	-nan	1347	-0.126989
0	-nan	1348	-0.126889
0	-nan	1349	-0.12679
0	-nan	1350	-0.126691
0	-nan	1351	-0.12659
0	-nan	1352	-0.126419
0	-nan	1353	-0.126393
0	-nan	1354	-0.126294
0	-nan	1355	-0.126196
0	-nan	1356	-0.126097
0	-nan	1357	-0.125999
0	-nan	1358	-0.125902
0	-nan	1359	-0.125803
0	-nan	1360	-0.125706
0	-nan	1361	-0.125615
0	-nan	1362	-0.12551
0	-nan	1363	-0.125414
0	-nan	1364	-0.125315
0	-nan	1365	-0.125218
0	-nan	1366	-0.125122
0	-nan	1367	-0.125024
0	-nan	1368	-0.124928
0	-nan	1369	-0.124832
0	-nan	1370	-0.124735
0	-nan	1371	-0.124638
0	-nan	1372	-0.124529
0	-nan	1373	-0.124447
0	-nan	1374	-0.12435
0	-nan	1375	-0.124254
0	-nan	1376	-0.124159
0	-nan	1377	-0.124065
0	-nan	1378	-0.12397
0	-nan	1379	-0.123874
0	-nan	1380	-0.123779
0	-nan	1381	-0.123685
0	-nan	1382	-0.12359
0	-nan	1383	-0.123496
0	-nan	1384	-0.123402
0	-nan	1385	-0.123308
0	-nan	1386	-0.123213
0	-nan	1387	-0.123119
0	-nan	1388	-0.123026
0	-nan	1389	-0.122932
0	-nan	1390	-0.12284
0	-nan	1391	-0.122744
0	-nan	1392	-0.122655
0	-nan	1393	-0.122559
0	-nan	1394	-0.122469
0	-nan	1395	-0.122374
0	-nan	1396	-0.12232
0	-nan	1397	-0.122231
0	-nan	1398	-0.122099
0	-nan	1399	-0.122
0	-nan	1400	-0.121912
0	-nan	1401	-0.121821
0	-nan	1402	-0.121729
0	-nan	1403	-0.121636
0	-nan	1404	-0.121545
0	-nan	1405	-0.121452
0	-nan	1406	-0.121362
0	-nan	1407	-0.121272
0	-nan	1408	-0.12118
0	-nan	1409	-0.121091
0	-nan	1410	-0.120993
0	-nan	1411	-0.120909
0	-nan	1412	-0.120818
0	-nan	1413	-0.120729
0	-nan	1414	-0.120637
0	-nan	1415	-0.120547
0	-nan	1416	-0.120458
0	-nan	1417	-0.120368
0	-nan	1418	-0.120279
0	-nan	1419	-0.12019
0	-nan	1420	-0.1201
0	-nan	1421	-0.120011
0	-nan	1422	-0.119921
0	-nan	1423	-0.119832
0	-nan	1424	-0.119743
0	-nan	1425	-0.119655
0	-nan	1426	-0.119568
0	-nan	1427	-0.119478
0	-nan	1428	-0.11939
0	-nan	1429	-0.119302
0	-nan	1430	-0.119211
0	-nan	1431	-0.119126
0	-nan	1432	-0.119039
0	-nan	1433	-0.11895
0	-nan	1434	-0.118866
0	-nan	1435	-0.118776
0	-nan	1436	-0.118689
0	-nan	1437	-0.118601
0	-nan	1438	-0.118515
0	-nan	1439	-0.118427
0	-nan	1440	-0.11834
0	-nan	1441	-0.118258
0	-nan	1442	-0.118171
0	-nan	1443	-0.118082
0	-nan	1444	-0.117995
0	-nan	1445	-0.11791
0	-nan	1446	-0.117824
0	-nan	1447	-0.117736
0	-nan	1448	-0.117652
0	-nan	1449	-0.117566
0	-nan	1450	-0.11748
0	-nan	1451	-0.117395
0	-nan	1452	-0.11731
0	-nan	1453	-0.117225
0	-nan	1454	-0.11714
0	-nan	1455	-0.117055
0	-nan	1456	-0.11697
0	-nan	1457	-0.116886
0	-nan	1458	-0.116804
0	-nan	1459	-0.116717
0	-nan	1460	-0.116633
0	-nan	1461	-0.116549
0	-nan	1462	-0.116465
0	-nan	1463	-0.116381
0	-nan	1464	-0.116296
0	-nan	1465	-0.116214
0	-nan	1466	-0.11613
0	-nan	1467	-0.116047
0	-nan	1468	-0.115964
0	-nan	1469	-0.11588
0	-nan	1470	-0.115797
0	-nan	1471	-0.115714
0	-nan	1472	-0.115631
0	-nan	1473	-0.115562
0	-nan	1474	-0.115466
0	-nan	1475	-0.115385
0	-nan	1476	-0.115304
0	-nan	1477	-0.115217
0	-nan	1478	-0.115137
0	-nan	1479	-0.115054
0	-nan	1480	-0.114973
0	-nan	1481	-0.114892
0	-nan	1482	-0.11481
0	-nan	1483	-0.114729
0	-nan	1484	-0.114646
0	-nan	1485	-0.114566
0	-nan	1486	-0.114485
0	-nan	1487	-0.114398
0	-nan	1488	-0.114323
0	-nan	1489	-0.114242
0	-nan	1490	-0.114161
0	-nan	1491	-0.114082
0	-nan	1492	-0.114
0	-nan	1493	-0.11392
0	-nan	1494	-0.113839
0	-nan	1495	-0.113759
0	-nan	1496	-0.113679
0	-nan	1497	-0.113599
0	-nan	1498	-0.113519
0	-nan	1499	-0.113437
0	-nan	1500	-0.113359
0	-nan	1501	-0.113275
0	-nan	1502	-0.113199
0	-nan	1503	-0.11312
0	-nan	1504	-0.113043
0	-nan	1505	-0.112964
0	-nan	1506	-0.112887
0	-nan	1507	-0.112806
0	-nan	1508	-0.112727
0	-nan	1509	-0.112647
0	-nan	1510	-0.112571
0	-nan	1511	-0.112492
0	-nan	1512	-0.112414
0	-nan	1513	-0.112336
0	-nan	1514	-0.11226
0	-nan	1515	-0.112182
0	-nan	1516	-0.112113
0	-nan	1517	-0.112025
0	-nan	1518	-0.111947
0	-nan	1519	-0.111869
0	-nan	1520	-0.111793
0	-nan	1521	-0.111715
0	-nan	1522	-0.111637
0	-nan	1523	-0.111561
0	-nan	1524	-0.111484
0	-nan	1525	-0.111407
0	-nan	1526	-0.111334
0	-nan	1527	-0.111253
0	-nan	1528	-0.111178
0	-nan	1529	-0.111102
0	-nan	1530	-0.111022
0	-nan	1531	-0.110948
0	-nan	1532	-0.110872
0	-nan	1533	-0.110795
0	-nan	1534	-0.11072
0	-nan	1535	-0.110643
0	-nan	1536	-0.11057
0	-nan	1537	-0.110492
0	-nan	1538	-0.110417
0	-nan	1539	-0.110342
0	-nan	1540	-0.110268
0	-nan	1541	-0.110192
0	-nan	1542	-0.110117
0	-nan	1543	-0.110041
0	-nan	1544	-0.109966
0	-nan	1545	-0.10989
0	-nan	1546	-0.109817
0	-nan	1547	-0.109742
0	-nan	1548	-0.109667
0	-nan	1549	-0.109592
0	-nan	1550	-0.109519
0	-nan	1551	-0.109445
0	-nan	1552	-0.109371
0	-nan	1553	-0.109297
0	-nan	1554	-0.109223
0	-nan	1555	-0.109149
0	-nan	1556	-0.109076
0	-nan	1557	-0.109002
0	-nan	1558	-0.108926
0	-nan	1559	-0.108855
0	-nan	1560	-0.108782
0	-nan	1561	-0.108715
0	-nan	1562	-0.108637
0	-nan	1563	-0.108563
0	-nan	1564	-0.10849
0	-nan	1565	-0.108417
0	-nan	1566	-0.108344
0	-nan	1567	-0.108272
0	-nan	1568	-0.1082
0	-nan	1569	-0.108111
0	-nan	1570	-0.108051
0	-nan	1571	-0.107982
0	-nan	1572	-0.10791
0	-nan	1573	-0.107839
0	-nan	1574	-0.107766
0	-nan	1575	-0.107687
0	-nan	1576	-0.107623
0	-nan	1577	-0.107551
0	-nan	1578	-0.10748
0	-nan	1579	-0.107409
0	-nan	1580	-0.107337
0	-nan	1581	-0.107264
0	-nan	1582	-0.107195
0	-nan	1583	-0.107124
0	-nan	1584	-0.107052
0	-nan	1585	-0.106983
0	-nan	1586	-0.10691
0	-nan	1587	-0.10684
0	-nan	1588	-0.106769
0	-nan	1589	-0.1067
0	-nan	1590	-0.106628
0	-nan	1591	-0.106559
0	-nan	1592	-0.106488
0	-nan	1593	-0.106418
0	-nan	1594	-0.106347
0	-nan	1595	-0.106276
0	-nan	1596	-0.106209
0	-nan	1597	-0.106138
0	-nan	1598	-0.106068
0	-nan	1599	-0.105999
0	-nan	1600	-0.10593
0	-nan	1601	-0.105861
0	-nan	1602	-0.105791
0	-nan	1603	-0.105722
0	-nan	1604	-0.105653
0	-nan	1605	-0.105585
0	-nan	1606	-0.105514
0	-nan	1607	-0.105446
0	-nan	1608	-0.105377
0	-nan	1609	-0.105309
0	-nan	1610	-0.10524
0	-nan	1611	-0.105173
0	-nan	1612	-0.105103
0	-nan	1613	-0.105037
0	-nan	1614	-0.104966
0	-nan	1615	-0.104899
0	-nan	1616	-0.10483
0	-nan	1617	-0.104762
0	-nan	1618	-0.104695
0	-nan	1619	-0.104627
0	-nan	1620	-0.104559
0	-nan	1621	-0.104494
0	-nan	1622	-0.104424
0	-nan	1623	-0.104343
0	-nan	1624	-0.104289
0	-nan	1625	-0.104222
0	-nan	1626	-0.104155
0	-nan	1627	-0.104088
0	-nan	1628	-0.104019
0	-nan	1629	-0.103952
0	-nan	1630	-0.103887
0	-nan	1631	-0.10382
0	-nan	1632	-0.103753
0	-nan	1633	-0.103688
0	-nan	1634	-0.103617
0	-nan	1635	-0.103555
0	-nan	1636	-0.103489
0	-nan	1637	-0.103422
0	-nan	1638	-0.103355
0	-nan	1639	-0.103289
0	-nan	1640	-0.103223
0	-nan	1641	-0.103157
0	-nan	1642	-0.103092
0	-nan	1643	-0.103026
0	-nan	1644	-0.102961
0	-nan	1645	-0.102895
0	-nan	1646	-0.10283
0	-nan	1647	-0.102763
0	-nan	1648	-0.102698
0	-nan	1649	-0.102635
0	-nan	1650	-0.102569
0	-nan	1651	-0.102504
0	-nan	1652	-0.102439
0	-nan	1653	-0.102372
0	-nan	1654	-0.102308
0	-nan	1655	-0.102242
0	-nan	1656	-0.102179
0	-nan	1657	-0.102112
0	-nan	1658	-0.102048
0	-nan	1659	-0.101986
0	-nan	1660	-0.10192
0	-nan	1661	-0.101857
0	-nan	1662	-0.101787
0	-nan	1663	-0.101728
0	-nan	1664	-0.101664
0	-nan	1665	-0.1016
0	-nan	1666	-0.101537
0	-nan	1667	-0.101473
0	-nan	1668	-0.10141
0	-nan	1669	-0.101347
0	-nan	1670	-0.101283
0	-nan	1671	-0.101219
0	-nan	1672	-0.101156
0	-nan	1673	-0.101094
0	-nan	1674	-0.10103
0	-nan	1675	-0.100966
0	-nan	1676	-0.100904
0	-nan	1677	-0.10084
0	-nan	1678	-0.100777
0	-nan	1679	-0.100715
0	-nan	1680	-0.100652
0	-nan	1681	-0.100589
0	-nan	1682	-0.100527
0	-nan	1683	-0.100467
0	-nan	1684	-0.100402
0	-nan	1685	-0.100338
0	-nan	1686	-0.100278
0	-nan	1687	-0.100215
0	-nan	1688	-0.100153
0	-nan	1689	-0.100087
0	-nan	1690	-0.100029
0	-nan	1691	-0.0999644
0	-nan	1692	-0.0999051
0	-nan	1693	-0.099844
0	-nan	1694	-0.0997848
0	-nan	1695	-0.0997207
0	-nan	1696	-0.0996592
0	-nan	1697	-0.0995976
0	-nan	1698	-0.0995361
0	-nan	1699	-0.0994761
0	-nan	1700	-0.0994123
0	-nan	1701	-0.0993525
0	-nan	1702	-0.0992917
0	-nan	1703	-0.0992303
0	-nan	1704	-0.09917
0	-nan	1705	-0.099109
0	-nan	1706	-0.0990468
0	-nan	1707	-0.0989874
0	-nan	1708	-0.0989261
0	-nan	1709	-0.0988665
0	-nan	1710	-0.0988055
0	-nan	1711	-0.0987457
0	-nan	1712	-0.0986855
0	-nan	1713	-0.0986255
0	-nan	1714	-0.0986505
0	-nan	1715	-0.0985046
0	-nan	1716	-0.0984451
0	-nan	1717	-0.0983861
0	-nan	1718	-0.0983239
0	-nan	1719	-0.0982633
0	-nan	1720	-0.0982058
0	-nan	1721	-0.0981457
0	-nan	1722	-0.098086
0	-nan	1723	-0.0980273
0	-nan	1724	-0.0979676
0	-nan	1725	-0.0979082
0	-nan	1726	-0.0978489
0	-nan	1727	-0.0977896
0	-nan	1728	-0.097731
0	-nan	1729	-0.0976713
0	-nan	1730	-0.0976114
0	-nan	1731	-0.0975527
0	-nan	1732	-0.0974941
0	-nan	1733	-0.0974349
0	-nan	1734	-0.0973762
0	-nan	1735	-0.0973191
0	-nan	1736	-0.09726
0	-nan	1737	-0.0971991
0	-nan	1738	-0.0971425
0	-nan	1739	-0.0970841
0	-nan	1740	-0.0970266
0	-nan	1741	-0.0969683
0	-nan	1742	-0.0969098
0	-nan	1743	-0.096852
0	-nan	1744	-0.0967938
0	-nan	1745	-0.0967369
0	-nan	1746	-0.0966795
0	-nan	1747	-0.0966227
0	-nan	1748	-0.0965627
0	-nan	1749	-0.0965051
0	-nan	1750	-0.0964474
0	-nan	1751	-0.0963903
0	-nan	1752	-0.0963328
0	-nan	1753	-0.096273
0	-nan	1754	-0.0962177
0	-nan	1755	-0.0961611
0	-nan	1756	-0.0961039
0	-nan	1757	-0.0960461
0	-nan	1758	-0.0959894
0	-nan	1759	-0.0959328
0	-nan	1760	-0.0958756
0	-nan	1761	-0.0958182
0	-nan	1762	-0.0957615
0	-nan	1763	-0.0957036
0	-nan	1764	-0.0956479
0	-nan	1765	-0.095595
0	-nan	1766	-0.0955353
0	-nan	1767	-0.095479
0	-nan	1768	-0.0954236
0	-nan	1769	-0.0953663
0	-nan	1770	-0.0953096
0	-nan	1771	-0.0952533
0	-nan	1772	-0.0951976
0	-nan	1773	-0.0951417
0	-nan	1774	-0.0950841
0	-nan	1775	-0.0950291
0	-nan	1776	-0.0949744
0	-nan	1777	-0.094918
0	-nan	1778	-0.0948654
0	-nan	1779	-0.0948065
0	-nan	1780	-0.0947517
0	-nan	1781	-0.094694
0	-nan	1782	-0.0946395
0	-nan	1783	-0.0945875
0	-nan	1784	-0.0945295
0	-nan	1785	-0.0944741
0	-nan	1786	-0.0944193
0	-nan	1787	-0.0943635
0	-nan	1788	-0.0943087
0	-nan	1789	-0.0942535
0	-nan	1790	-0.0941989
0	-nan	1791	-0.0941437
0	-nan	1792	-0.094091
0	-nan	1793	-0.0940328
0	-nan	1794	-0.0939796
0	-nan	1795	-0.0939251
0	-nan	1796	-0.0938706
0	-nan	1797	-0.0938159
0	-nan	1798	-0.0937612
0	-nan	1799	-0.0937132
0	-nan	1800	-0.0936491
0	-nan	1801	-0.0935996
0	-nan	1802	-0.0935446
0	-nan	1803	-0.0934903
0	-nan	1804	-0.093436
0	-nan	1805	-0.0934585
0	-nan	1806	-0.0933287
0	-nan	1807	-0.0932752
0	-nan	1808	-0.093221
0	-nan	1809	-0.0931682
0	-nan	1810	-0.0931135
0	-nan	1811	-0.0930547
0	-nan	1812	-0.0930061
0	-nan	1813	-0.092952
0	-nan	1814	-0.0928986
0	-nan	1815	-0.0928452
0	-nan	1816	-0.0927919
0	-nan	1817	-0.0927386
0	-nan	1818	-0.0926866
0	-nan	1819	-0.0926339
0	-nan	1820	-0.0925797
0	-nan	1821	-0.0925269
0	-nan	1822	-0.092474
0	-nan	1823	-0.0924209
0	-nan	1824	-0.092368
0	-nan	1825	-0.0923161
0	-nan	1826	-0.0922629
0	-nan	1827	-0.0922102
0	-nan	1828	-0.0921577
0	-nan	1829	-0.0921044
0	-nan	1830	-0.0920526
0	-nan	1831	-0.0920009
0	-nan	1832	-0.0919456
0	-nan	1833	-0.0918954
0	-nan	1834	-0.0918433
0	-nan	1835	-0.0917915
0	-nan	1836	-0.091739
0	-nan	1837	-0.0916903
0	-nan	1838	-0.091635
0	-nan	1839	-0.0915831
0	-nan	1840	-0.0915312
0	-nan	1841	-0.0914796
0	-nan	1842	-0.0914273
0	-nan	1843	-0.0913757
0	-nan	1844	-0.091324
0	-nan	1845	-0.0912725
0	-nan	1846	-0.0912181
0	-nan	1847	-0.0911702
0	-nan	1848	-0.0911186
0	-nan	1849	-0.0910667
0	-nan	1850	-0.0910149
0	-nan	1851	-0.0909644
0	-nan	1852	-0.0909134
0	-nan	1853	-0.090862
0	-nan	1854	-0.0908108
0	-nan	1855	-0.0907605
0	-nan	1856	-0.0907095
0	-nan	1857	-0.0906586
0	-nan	1858	-0.0906083
0	-nan	1859	-0.0905561
0	-nan	1860	-0.0905062
0	-nan	1861	-0.0904554
0	-nan	1862	-0.090383
0	-nan	1863	-0.0903538
0	-nan	1864	-0.0903037
0	-nan	1865	-0.0902531
0	-nan	1866	-0.0902047
0	-nan	1867	-0.0901537
0	-nan	1868	-0.0901026
0	-nan	1869	-0.0900519
0	-nan	1870	-0.0900017
0	-nan	1871	-0.0899499
0	-nan	1872	-0.0899017
0	-nan	1873	-0.0898521
0	-nan	1874	-0.089803
0	-nan	1875	-0.0897519
0	-nan	1876	-0.089702
0	-nan	1877	-0.089652
0	-nan	1878	-0.0896026
0	-nan	1879	-0.0895532
0	-nan	1880	-0.0895038
0	-nan	1881	-0.0894529
0	-nan	1882	-0.0894028
0	-nan	1883	-0.089356
0	-nan	1884	-0.0893055
0	-nan	1885	-0.0892604
0	-nan	1886	-0.0892066
0	-nan	1887	-0.0891574
0	-nan	1888	-0.089109
0	-nan	1889	-0.0890597
0	-nan	1890	-0.08901
0	-nan	1891	-0.0889614
