Data table for Real componets Re[epsilon] for Argon gas
Re values are multiplied by 1e4 to better display the scale
Energy[eV]	Re*1e4
1206.36	-0.0448017
1207.27	-0.0447404
1208.18	-0.0446792
1209.09	-0.0446181
1210	-0.0445571
1210.91	-0.0444962
1211.82	-0.0444354
1212.73	-0.0443747
1213.64	-0.0443141
1214.55	-0.0442536
1215.45	-0.0441933
1216.36	-0.044133
1217.27	-0.0440728
1218.18	-0.0440128
1219.09	-0.0439528
1220	-0.043893
1220.91	-0.0438332
1221.82	-0.0437736
1222.73	-0.043714
1223.64	-0.0436546
1224.55	-0.0435953
1225.45	-0.043536
1226.36	-0.0434769
1227.27	-0.0434179
1228.18	-0.0433589
1229.09	-0.0433001
1230	-0.0432414
1230.91	-0.0431827
1231.82	-0.0431242
1232.73	-0.0430658
1233.64	-0.0430075
1234.55	-0.0429492
1235.45	-0.0428911
1236.36	-0.0428331
1237.27	-0.0427751
1238.18	-0.0427173
1239.09	-0.0426596
1240	-0.0426019
1240.91	-0.0425444
1241.82	-0.042487
1242.73	-0.0424296
1243.64	-0.0423724
1244.55	-0.0423152
1245.45	-0.0422582
1246.36	-0.0422012
1247.27	-0.0421444
1248.18	-0.0420876
1249.09	-0.042031
1250	-0.0419744
1250.91	-0.0419179
1251.82	-0.0418616
1252.73	-0.0418053
1253.64	-0.0417491
1254.55	-0.041693
1255.45	-0.041637
1256.36	-0.0415811
1257.27	-0.0415253
1258.18	-0.0414696
1259.09	-0.041414
1260	-0.0413584
1260.91	-0.041303
1261.82	-0.0412477
1262.73	-0.0411924
1263.64	-0.0411373
1264.55	-0.0410822
1265.45	-0.0410272
1266.36	-0.0409723
1267.27	-0.0409176
1268.18	-0.0408629
1269.09	-0.0408083
1270	-0.0407538
1270.91	-0.0406993
1271.82	-0.040645
1272.73	-0.0405908
1273.64	-0.0405366
1274.55	-0.0404826
1275.45	-0.0404286
1276.36	-0.0403747
1277.27	-0.0403209
1278.18	-0.0402672
1279.09	-0.0402136
1280	-0.0401601
1280.91	-0.0401067
1281.82	-0.0400533
1282.73	-0.0400001
1283.64	-0.0399469
1284.55	-0.0398938
1285.45	-0.0398408
1286.36	-0.0397879
1287.27	-0.0397351
1288.18	-0.0396824
1289.09	-0.0396297
1290	-0.0395772
1290.91	-0.0395247
1291.82	-0.0394723
1292.73	-0.03942
1293.64	-0.0393678
1294.55	-0.0393157
1295.45	-0.0392636
1296.36	-0.0392117
1297.27	-0.0391598
1298.18	-0.039108
1299.09	-0.0390563
1300	-0.0390047
1300.91	-0.0389532
1301.82	-0.0389017
1302.73	-0.0388504
1303.64	-0.0387991
1304.55	-0.0387479
1305.45	-0.0386968
1306.36	-0.0386458
1307.27	-0.0385948
1308.18	-0.038544
1309.09	-0.0384932
1310	-0.0384425
1310.91	-0.0383919
1311.82	-0.0383414
1312.73	-0.0382909
1313.64	-0.0382405
1314.55	-0.0381903
1315.45	-0.0381401
1316.36	-0.0380899
1317.27	-0.0380399
1318.18	-0.0379899
1319.09	-0.0379401
1320	-0.0378903
1320.91	-0.0378405
1321.82	-0.0377909
1322.73	-0.0377413
1323.64	-0.0376919
1324.55	-0.0376425
1325.45	-0.0375931
1326.36	-0.0375439
1327.27	-0.0374947
1328.18	-0.0374457
1329.09	-0.0373967
1330	-0.0373477
1330.91	-0.0372989
1331.82	-0.0372501
1332.73	-0.0372014
1333.64	-0.0371528
1334.55	-0.0371043
1335.45	-0.0370558
1336.36	-0.0370075
1337.27	-0.0369592
1338.18	-0.0369109
1339.09	-0.0368628
1340	-0.0368147
1340.91	-0.0367667
1341.82	-0.0367188
1342.73	-0.036671
1343.64	-0.0366232
1344.55	-0.0365755
1345.45	-0.0365279
1346.36	-0.0364804
1347.27	-0.0364313
1348.18	-0.0363839
1349.09	-0.0363366
1350	-0.0362893
1350.91	-0.0362422
1351.82	-0.0361951
1352.73	-0.0361481
1353.64	-0.0361011
1354.55	-0.0360543
1355.45	-0.0360075
1356.36	-0.0359607
1357.27	-0.0359141
1358.18	-0.0358675
1359.09	-0.035821
1360	-0.0357746
1360.91	-0.0357283
1361.82	-0.035682
1362.73	-0.0356358
1363.64	-0.0355896
1364.55	-0.0355436
1365.45	-0.0354976
1366.36	-0.0354517
1367.27	-0.0354058
1368.18	-0.0353601
1369.09	-0.0353144
1370	-0.0352687
1370.91	-0.0352232
1371.82	-0.0351777
1372.73	-0.0351323
1373.64	-0.0350869
1374.55	-0.0350417
1375.45	-0.0349965
1376.36	-0.0349513
1377.27	-0.0349063
1378.18	-0.0348613
1379.09	-0.0348163
1380	-0.0347715
1380.91	-0.0347267
1381.82	-0.034682
1382.73	-0.0346374
1383.64	-0.0345928
1384.55	-0.0345483
1385.45	-0.0345038
1386.36	-0.0344595
1387.27	-0.0344152
1388.18	-0.0343709
1389.09	-0.0343268
1390	-0.0342827
1390.91	-0.0342386
1391.82	-0.0341947
1392.73	-0.0341508
1393.64	-0.034107
1394.55	-0.0340632
1395.45	-0.0340195
1396.36	-0.0339759
1397.27	-0.0339323
1398.18	-0.0338888
1399.09	-0.0338454
1400	-0.0338021
1400.91	-0.0337588
1401.82	-0.0337155
1402.73	-0.0336724
1403.64	-0.0336293
1404.55	-0.0335863
1405.45	-0.0335433
1406.36	-0.0335004
1407.27	-0.0334576
1408.18	-0.0334148
1409.09	-0.0333721
1410	-0.0333295
1410.91	-0.0332869
1411.82	-0.0332444
1412.73	-0.033202
1413.64	-0.0331596
1414.55	-0.0331173
1415.45	-0.033075
1416.36	-0.0330328
1417.27	-0.0329907
1418.18	-0.0329487
1419.09	-0.0329067
1420	-0.0328647
1420.91	-0.0328229
1421.82	-0.0327811
1422.73	-0.0327393
1423.64	-0.0326977
1424.55	-0.032656
1425.45	-0.0326145
1426.36	-0.032573
1427.27	-0.0325316
1428.18	-0.0324902
1429.09	-0.0324489
1430	-0.0324077
1430.91	-0.0323665
1431.82	-0.0323254
1432.73	-0.0322843
1433.64	-0.0322433
1434.55	-0.0322024
1435.45	-0.0321615
1436.36	-0.0321207
1437.27	-0.03208
1438.18	-0.0320393
1439.09	-0.0319986
1440	-0.0319581
1440.91	-0.0319176
1441.82	-0.0318771
1442.73	-0.0318367
1443.64	-0.0317964
1444.55	-0.0317561
1445.45	-0.0317159
1446.36	-0.0316758
1447.27	-0.0316357
1448.18	-0.0315957
1449.09	-0.0315557
1450	-0.0315158
1450.91	-0.0314759
1451.82	-0.0314361
1452.73	-0.0313964
1453.64	-0.0313567
1454.55	-0.0313171
1455.45	-0.0312775
1456.36	-0.031238
1457.27	-0.0311986
1458.18	-0.0311592
1459.09	-0.0311199
1460	-0.0310806
1460.91	-0.0310414
1461.82	-0.0310023
1462.73	-0.0309632
1463.64	-0.0309241
1464.55	-0.0308851
1465.45	-0.0308462
1466.36	-0.0308074
1467.27	-0.0307685
1468.18	-0.0307298
1469.09	-0.0306911
1470	-0.0306524
1470.91	-0.0306139
1471.82	-0.0305753
1472.73	-0.0305369
1473.64	-0.0304984
1474.55	-0.0304601
1475.45	-0.0304218
1476.36	-0.0303835
1477.27	-0.0303453
1478.18	-0.0303072
1479.09	-0.0302691
1480	-0.0302311
1480.91	-0.0301931
1481.82	-0.0301552
1482.73	-0.0301173
1483.64	-0.0300795
1484.55	-0.0300418
1485.45	-0.0300041
1486.36	-0.0299664
1487.27	-0.0299288
1488.18	-0.0298913
1489.09	-0.0298538
1490	-0.0298164
1490.91	-0.029779
1491.82	-0.0297417
1492.73	-0.0297044
1493.64	-0.0296672
1494.55	-0.0296301
1495.45	-0.0295929
1496.36	-0.0295559
1497.27	-0.0295189
1498.18	-0.0294819
1499.09	-0.029445
1500	-0.0294082
1500.91	-0.0293714
1501.82	-0.0293347
1502.73	-0.029298
1503.64	-0.0292614
1504.55	-0.0292248
1505.45	-0.0291882
1506.36	-0.0291518
1507.27	-0.0291153
1508.18	-0.029079
1509.09	-0.0290427
1510	-0.0290064
1510.91	-0.0289702
1511.82	-0.028934
1512.73	-0.0288979
1513.64	-0.0288618
1514.55	-0.0288258
1515.45	-0.0287898
1516.36	-0.0287539
1517.27	-0.0287181
1518.18	-0.0286822
1519.09	-0.0286465
1520	-0.0286108
1520.91	-0.0285751
1521.82	-0.0285395
1522.73	-0.0285039
1523.64	-0.0284684
1524.55	-0.028433
1525.45	-0.0283976
1526.36	-0.0283622
1527.27	-0.0283269
1528.18	-0.0282916
1529.09	-0.0282564
1530	-0.0282213
1530.91	-0.0281861
1531.82	-0.0281511
1532.73	-0.0281161
1533.64	-0.0280811
1534.55	-0.0280462
1535.45	-0.0280113
1536.36	-0.0279765
1537.27	-0.0279417
1538.18	-0.027907
1539.09	-0.0278723
1540	-0.0278377
1540.91	-0.0278031
1541.82	-0.0277686
1542.73	-0.0277341
1543.64	-0.0276996
1544.55	-0.0276652
1545.45	-0.0276309
1546.36	-0.0275966
1547.27	-0.0275624
1548.18	-0.0275282
1549.09	-0.027494
1550	-0.0274599
1550.91	-0.0274258
1551.82	-0.0273918
1552.73	-0.0273579
1553.64	-0.0273239
1554.55	-0.0272901
1555.45	-0.0272563
1556.36	-0.0272225
1557.27	-0.0271887
1558.18	-0.0271551
1559.09	-0.0271214
1560	-0.0270878
1560.91	-0.0270543
1561.82	-0.0270208
1562.73	-0.0269873
1563.64	-0.0269539
1564.55	-0.0269205
1565.45	-0.0268872
1566.36	-0.0268539
1567.27	-0.0268207
1568.18	-0.0267875
1569.09	-0.0267544
1570	-0.0267213
1570.91	-0.0266882
1571.82	-0.0266552
1572.73	-0.0266223
1573.64	-0.0265894
1574.55	-0.0265565
1575.45	-0.0265237
1576.36	-0.0264909
1577.27	-0.0264581
1578.18	-0.0264254
1579.09	-0.0263928
1580	-0.0263602
1580.91	-0.0263276
1581.82	-0.0262951
1582.73	-0.0262626
1583.64	-0.0262302
1584.55	-0.0261978
1585.45	-0.0261655
1586.36	-0.0261332
1587.27	-0.0261009
1588.18	-0.0260687
1589.09	-0.0260365
1590	-0.0260044
1590.91	-0.0259723
1591.82	-0.0259403
1592.73	-0.0259083
1593.64	-0.0258763
1594.55	-0.0258444
1595.45	-0.0258125
1596.36	-0.0257807
1597.27	-0.0257489
1598.18	-0.0257172
1599.09	-0.0256855
1600	-0.0256538
1600.91	-0.0256222
1601.82	-0.0255906
1602.73	-0.0255591
1603.64	-0.0255276
1604.55	-0.0254962
1605.45	-0.0254647
1606.36	-0.0254334
1607.27	-0.025402
1608.18	-0.0253708
1609.09	-0.0253395
1610	-0.0253083
1610.91	-0.0252772
1611.82	-0.025246
1612.73	-0.025215
1613.64	-0.0251839
1614.55	-0.0251529
1615.45	-0.025122
1616.36	-0.025091
1617.27	-0.0250602
1618.18	-0.0250293
1619.09	-0.0249985
1620	-0.0249678
1620.91	-0.0249371
1621.82	-0.0249064
1622.73	-0.0248758
1623.64	-0.0248452
1624.55	-0.0248146
1625.45	-0.0247841
1626.36	-0.0247536
1627.27	-0.0247232
1628.18	-0.0246928
1629.09	-0.0246624
1630	-0.0246321
1630.91	-0.0246018
1631.82	-0.0245716
1632.73	-0.0245414
1633.64	-0.0245112
1634.55	-0.0244811
1635.45	-0.024451
1636.36	-0.024421
1637.27	-0.024391
1638.18	-0.024361
1639.09	-0.0243311
1640	-0.0243012
1640.91	-0.0242714
1641.82	-0.0242415
1642.73	-0.0242118
1643.64	-0.024182
1644.55	-0.0241523
1645.45	-0.0241227
1646.36	-0.0240931
1647.27	-0.0240635
1648.18	-0.0240339
1649.09	-0.0240044
1650	-0.023975
1650.91	-0.0239455
1651.82	-0.0239161
1652.73	-0.0238868
1653.64	-0.0238575
1654.55	-0.0238282
1655.45	-0.0237989
1656.36	-0.0237697
1657.27	-0.0237405
1658.18	-0.0237114
1659.09	-0.0236823
1660	-0.0236533
1660.91	-0.0236242
1661.82	-0.0235963
1662.73	-0.0235674
1663.64	-0.0235385
1664.55	-0.0235096
1665.45	-0.0234808
1666.36	-0.023452
1667.27	-0.0234232
1668.18	-0.0233945
1669.09	-0.0233658
1670	-0.0233371
1670.91	-0.0233085
1671.82	-0.0232799
1672.73	-0.0232513
1673.64	-0.0232228
1674.55	-0.0231944
1675.45	-0.0231659
1676.36	-0.0231375
1677.27	-0.0231091
1678.18	-0.0230808
1679.09	-0.0230525
1680	-0.0230242
1680.91	-0.022996
1681.82	-0.0229678
1682.73	-0.0229396
1683.64	-0.0229115
1684.55	-0.0228834
1685.45	-0.0228554
1686.36	-0.0228273
1687.27	-0.0227994
1688.18	-0.0227714
1689.09	-0.0227435
1690	-0.0227156
1690.91	-0.0226878
1691.82	-0.0226599
1692.73	-0.0226322
1693.64	-0.0226044
1694.55	-0.0225767
1695.45	-0.022549
1696.36	-0.0225214
1697.27	-0.0224938
1698.18	-0.0224662
1699.09	-0.0224387
1700	-0.0224112
1700.91	-0.0223837
1701.82	-0.0223563
1702.73	-0.0223288
1703.64	-0.0223015
1704.55	-0.0222741
1705.45	-0.0222468
1706.36	-0.0222196
1707.27	-0.0221923
1708.18	-0.0221651
1709.09	-0.0221379
1710	-0.0221108
1710.91	-0.0220837
1711.82	-0.0220566
1712.73	-0.0220296
1713.64	-0.0220026
1714.55	-0.0219756
1715.45	-0.0219487
1716.36	-0.0219218
1717.27	-0.0218949
1718.18	-0.021868
1719.09	-0.0218412
1720	-0.0218144
1720.91	-0.0217877
1721.82	-0.021761
1722.73	-0.0217343
1723.64	-0.0217077
1724.55	-0.021681
1725.45	-0.0216544
1726.36	-0.0216279
1727.27	-0.0216014
1728.18	-0.0215749
1729.09	-0.0215484
1730	-0.021522
1730.91	-0.0214956
1731.82	-0.0214692
1732.73	-0.0214429
1733.64	-0.0214166
1734.55	-0.0213903
1735.45	-0.0213641
1736.36	-0.0213379
1737.27	-0.0213117
1738.18	-0.0212856
1739.09	-0.0212595
1740	-0.0212334
1740.91	-0.0212073
1741.82	-0.0211813
1742.73	-0.0211553
1743.64	-0.0211294
1744.55	-0.0211034
1745.45	-0.0210775
1746.36	-0.0210517
1747.27	-0.0210258
1748.18	-0.021
1749.09	-0.0209742
1750	-0.0209485
1750.91	-0.0209228
1751.82	-0.0208971
1752.73	-0.0208714
1753.64	-0.0208458
1754.55	-0.0208202
1755.45	-0.0207947
1756.36	-0.0207691
1757.27	-0.0207436
1758.18	-0.0207181
1759.09	-0.0206927
1760	-0.0206673
1760.91	-0.0206419
1761.82	-0.0206165
1762.73	-0.0205912
1763.64	-0.0205659
1764.55	-0.0205407
1765.45	-0.0205154
1766.36	-0.0204902
1767.27	-0.020465
1768.18	-0.0204399
1769.09	-0.0204148
1770	-0.0203897
1770.91	-0.0203646
1771.82	-0.0203396
1772.73	-0.0203146
1773.64	-0.0202896
1774.55	-0.0202646
1775.45	-0.0202397
1776.36	-0.0202148
1777.27	-0.02019
1778.18	-0.0201651
1779.09	-0.0201403
1780	-0.0201156
1780.91	-0.0200908
1781.82	-0.0200661
1782.73	-0.0200414
1783.64	-0.0200167
1784.55	-0.0199921
1785.45	-0.0199675
1786.36	-0.0199429
1787.27	-0.0199184
1788.18	-0.0198938
1789.09	-0.0198693
1790	-0.0198449
1790.91	-0.0198204
1791.82	-0.019796
1792.73	-0.0197716
1793.64	-0.0197473
1794.55	-0.019723
1795.45	-0.0196987
1796.36	-0.0196744
1797.27	-0.0196501
1798.18	-0.0196259
1799.09	-0.0196017
1800	-0.0195776
1800.91	-0.0195534
1801.82	-0.0195293
1802.73	-0.0195052
1803.64	-0.0194812
1804.55	-0.0194572
1805.45	-0.0194332
1806.36	-0.0194092
1807.27	-0.0193852
1808.18	-0.0193613
1809.09	-0.0193374
1810	-0.0193136
1810.91	-0.0192897
1811.82	-0.0192659
1812.73	-0.0192421
1813.64	-0.0192183
1814.55	-0.0191946
1815.45	-0.0191709
1816.36	-0.0191472
1817.27	-0.0191236
1818.18	-0.0190999
1819.09	-0.0190763
1820	-0.0190528
1820.91	-0.0190292
1821.82	-0.0190057
1822.73	-0.0189822
1823.64	-0.0189587
1824.55	-0.0189353
1825.45	-0.0189118
1826.36	-0.0188884
1827.27	-0.0188651
1828.18	-0.0188417
1829.09	-0.0188184
1830	-0.0187951
1830.91	-0.0187718
1831.82	-0.0187486
1832.73	-0.0187254
1833.64	-0.0187022
1834.55	-0.018679
1835.45	-0.0186559
1836.36	-0.0186328
1837.27	-0.0186097
1838.18	-0.0185866
1839.09	-0.0185636
1840	-0.0185406
1840.91	-0.0185176
1841.82	-0.0184946
1842.73	-0.0184717
1843.64	-0.0184487
1844.55	-0.0184259
1845.45	-0.018403
1846.36	-0.0183801
1847.27	-0.0183573
1848.18	-0.0183345
1849.09	-0.0183118
1850	-0.018289
1850.91	-0.0182663
1851.82	-0.0182436
1852.73	-0.0182209
1853.64	-0.0181983
1854.55	-0.0181757
1855.45	-0.0181531
1856.36	-0.0181305
1857.27	-0.0181079
1858.18	-0.0180854
1859.09	-0.0180629
1860	-0.0180404
1860.91	-0.018018
1861.82	-0.0179956
1862.73	-0.0179731
1863.64	-0.0179508
1864.55	-0.0179284
1865.45	-0.0179061
1866.36	-0.0178838
1867.27	-0.0178615
1868.18	-0.0178392
1869.09	-0.017817
1870	-0.0177947
1870.91	-0.0177726
1871.82	-0.0177504
1872.73	-0.0177282
1873.64	-0.0177061
1874.55	-0.017684
1875.45	-0.0176619
1876.36	-0.0176399
1877.27	-0.0176178
1878.18	-0.0175958
1879.09	-0.0175738
1880	-0.0175519
1880.91	-0.0175299
1881.82	-0.017508
1882.73	-0.0174861
1883.64	-0.0174643
1884.55	-0.0174424
1885.45	-0.0174206
1886.36	-0.0173988
1887.27	-0.017377
1888.18	-0.0173552
1889.09	-0.0173335
1890	-0.0173118
1890.91	-0.0172901
1891.82	-0.0172684
1892.73	-0.0172468
1893.64	-0.0172252
1894.55	-0.0172036
1895.45	-0.017182
1896.36	-0.0171604
1897.27	-0.0171389
1898.18	-0.0171174
1899.09	-0.0170959
1900	-0.0170744
1900.91	-0.017053
1901.82	-0.0170315
1902.73	-0.0170101
1903.64	-0.0169888
1904.55	-0.0169674
1905.45	-0.0169461
1906.36	-0.0169247
1907.27	-0.0169034
1908.18	-0.0168822
1909.09	-0.0168609
1910	-0.0168397
1910.91	-0.0168185
1911.82	-0.0167973
1912.73	-0.0167761
1913.64	-0.016755
1914.55	-0.0167338
1915.45	-0.0167127
1916.36	-0.0166917
1917.27	-0.0166706
1918.18	-0.0166496
1919.09	-0.0166285
1920	-0.0166075
1920.91	-0.0165866
1921.82	-0.0165656
1922.73	-0.0165447
1923.64	-0.0165238
1924.55	-0.0165029
1925.45	-0.016482
1926.36	-0.0164611
1927.27	-0.0164403
1928.18	-0.0164195
1929.09	-0.0163987
1930	-0.0163779
1930.91	-0.0163578
1931.82	-0.016337
1932.73	-0.0163163
1933.64	-0.0162956
1934.55	-0.016275
1935.45	-0.0162543
1936.36	-0.0162337
1937.27	-0.0162131
1938.18	-0.0161925
1939.09	-0.0161719
1940	-0.0161514
1940.91	-0.0161309
1941.82	-0.0161104
1942.73	-0.0160899
1943.64	-0.0160694
1944.55	-0.016049
1945.45	-0.0160285
1946.36	-0.0160081
1947.27	-0.0159877
1948.18	-0.0159674
1949.09	-0.015947
1950	-0.0159267
1950.91	-0.0159064
1951.82	-0.0158861
1952.73	-0.0158658
1953.64	-0.0158456
1954.55	-0.0158253
1955.45	-0.0158051
1956.36	-0.0157849
1957.27	-0.0157648
1958.18	-0.0157446
1959.09	-0.0157245
1960	-0.0157044
1960.91	-0.0156843
1961.82	-0.0156642
1962.73	-0.0156441
1963.64	-0.0156241
1964.55	-0.0156041
1965.45	-0.0155841
1966.36	-0.0155641
1967.27	-0.0155441
1968.18	-0.0155242
1969.09	-0.0155043
1970	-0.0154844
1970.91	-0.0154645
1971.82	-0.0154446
1972.73	-0.0154248
1973.64	-0.0154049
1974.55	-0.0153851
1975.45	-0.0153653
1976.36	-0.0153455
1977.27	-0.0153258
1978.18	-0.0153061
1979.09	-0.0152863
1980	-0.0152666
1980.91	-0.0152469
1981.82	-0.0152273
1982.73	-0.0152076
1983.64	-0.015188
1984.55	-0.0151684
1985.45	-0.0151488
1986.36	-0.0151292
1987.27	-0.0151097
1988.18	-0.0150901
1989.09	-0.0150706
1990	-0.0150511
1990.91	-0.0150316
1991.82	-0.0150122
1992.73	-0.0149927
1993.64	-0.0149733
1994.55	-0.0149539
1995.45	-0.0149345
1996.36	-0.0149151
1997.27	-0.0148957
1998.18	-0.0148764
1999.09	-0.0148571
2000	-0.0148378
2000.91	-0.0148185
2001.82	-0.0147992
2002.73	-0.01478
2003.64	-0.0147607
2004.55	-0.0147415
2005.45	-0.0147223
2006.36	-0.0147031
2007.27	-0.0146839
2008.18	-0.0146648
2009.09	-0.0146457
2010	-0.0146265
2010.91	-0.0146074
2011.82	-0.0145884
2012.73	-0.0145693
2013.64	-0.0145502
2014.55	-0.0145312
2015.45	-0.0145122
2016.36	-0.0144932
2017.27	-0.0144742
2018.18	-0.0144553
2019.09	-0.0144363
2020	-0.0144174
2020.91	-0.0143985
2021.82	-0.0143796
2022.73	-0.0143607
2023.64	-0.0143418
2024.55	-0.014323
2025.45	-0.0143042
2026.36	-0.0142853
2027.27	-0.0142665
2028.18	-0.0142478
2029.09	-0.014229
2030	-0.0142102
2030.91	-0.0141915
2031.82	-0.0141728
2032.73	-0.0141541
2033.64	-0.0141354
2034.55	-0.0141167
2035.45	-0.0140981
2036.36	-0.0140795
2037.27	-0.0140608
2038.18	-0.0140422
2039.09	-0.0140237
2040	-0.0140051
2040.91	-0.0139865
2041.82	-0.013968
2042.73	-0.0139495
2043.64	-0.013931
2044.55	-0.0139125
2045.45	-0.013894
2046.36	-0.0138755
2047.27	-0.0138571
2048.18	-0.0138387
2049.09	-0.0138203
2050	-0.0138019
2050.91	-0.0137835
2051.82	-0.0137651
2052.73	-0.0137468
2053.64	-0.0137284
2054.55	-0.0137101
2055.45	-0.0136918
2056.36	-0.0136735
2057.27	-0.0136552
2058.18	-0.013637
2059.09	-0.0136187
2060	-0.0136005
2060.91	-0.0135823
2061.82	-0.0135641
2062.73	-0.0135459
2063.64	-0.0135278
2064.55	-0.0135096
2065.45	-0.0134915
2066.36	-0.0134733
2067.27	-0.0134552
2068.18	-0.0134371
2069.09	-0.0134191
2070	-0.013401
2070.91	-0.013383
2071.82	-0.0133649
2072.73	-0.0133469
2073.64	-0.0133289
2074.55	-0.0133109
2075.45	-0.0132929
2076.36	-0.013275
2077.27	-0.013257
2078.18	-0.0132391
2079.09	-0.0132212
2080	-0.0132033
2080.91	-0.0131854
2081.82	-0.0131675
2082.73	-0.0131497
2083.64	-0.0131318
2084.55	-0.013114
2085.45	-0.0130962
2086.36	-0.0130784
2087.27	-0.0130606
2088.18	-0.0130428
2089.09	-0.0130251
2090	-0.0130073
2090.91	-0.0129896
2091.82	-0.0129719
2092.73	-0.0129542
2093.64	-0.0129365
2094.55	-0.0129188
2095.45	-0.0129012
2096.36	-0.0128835
2097.27	-0.0128659
2098.18	-0.0128483
2099.09	-0.0128307
2100	-0.0128131
2100.91	-0.0127955
2101.82	-0.0127779
2102.73	-0.0127604
2103.64	-0.0127429
2104.55	-0.0127253
2105.45	-0.0127078
2106.36	-0.0126903
2107.27	-0.0126728
2108.18	-0.0126554
2109.09	-0.0126379
2110	-0.0126205
2110.91	-0.0126031
2111.82	-0.0125856
2112.73	-0.0125682
2113.64	-0.0125509
2114.55	-0.0125335
2115.45	-0.0125161
2116.36	-0.0124988
2117.27	-0.0124814
2118.18	-0.0124641
2119.09	-0.0124468
2120	-0.0124295
2120.91	-0.0124122
2121.82	-0.012395
2122.73	-0.0123777
2123.64	-0.0123605
2124.55	-0.0123432
2125.45	-0.012326
2126.36	-0.0123088
2127.27	-0.0122916
2128.18	-0.0122744
2129.09	-0.0122573
2130	-0.0122411
2130.91	-0.012224
2131.82	-0.0122068
2132.73	-0.0121897
2133.64	-0.0121726
2134.55	-0.0121555
2135.45	-0.0121384
2136.36	-0.0121214
2137.27	-0.0121043
2138.18	-0.0120873
2139.09	-0.0120703
2140	-0.0120533
2140.91	-0.0120363
2141.82	-0.0120193
2142.73	-0.0120023
2143.64	-0.0119853
2144.55	-0.0119684
2145.45	-0.0119514
2146.36	-0.0119345
2147.27	-0.0119176
2148.18	-0.0119007
2149.09	-0.0118838
2150	-0.0118669
2150.91	-0.01185
2151.82	-0.0118332
2152.73	-0.0118163
2153.64	-0.0117995
2154.55	-0.0117827
2155.45	-0.0117659
2156.36	-0.0117491
2157.27	-0.0117323
2158.18	-0.0117155
2159.09	-0.0116988
2160	-0.011682
2160.91	-0.0116653
2161.82	-0.0116486
2162.73	-0.0116318
2163.64	-0.0116151
2164.55	-0.0115984
2165.45	-0.0115818
2166.36	-0.0115651
2167.27	-0.0115484
2168.18	-0.0115318
2169.09	-0.0115152
2170	-0.0114985
2170.91	-0.0114819
2171.82	-0.0114653
2172.73	-0.0114487
2173.64	-0.0114322
2174.55	-0.0114156
2175.45	-0.011399
2176.36	-0.0113825
2177.27	-0.011366
2178.18	-0.0113494
2179.09	-0.0113329
2180	-0.0113164
2180.91	-0.0113
2181.82	-0.0112835
2182.73	-0.011267
2183.64	-0.0112506
2184.55	-0.0112341
2185.45	-0.0112177
2186.36	-0.0112013
2187.27	-0.0111848
2188.18	-0.0111684
2189.09	-0.0111521
2190	-0.0111357
2190.91	-0.0111193
2191.82	-0.011103
2192.73	-0.0110866
2193.64	-0.0110703
2194.55	-0.0110539
2195.45	-0.0110376
2196.36	-0.0110213
2197.27	-0.0110044
2198.18	-0.0109881
2199.09	-0.0109718
2200	-0.0109555
2200.91	-0.0109393
2201.82	-0.0109231
2202.73	-0.0109068
2203.64	-0.0108906
2204.55	-0.0108744
2205.45	-0.0108582
2206.36	-0.010842
2207.27	-0.0108258
2208.18	-0.0108097
2209.09	-0.0107935
2210	-0.0107773
2210.91	-0.0107612
2211.82	-0.0107451
2212.73	-0.010729
2213.64	-0.0107128
2214.55	-0.0106967
2215.45	-0.0106807
2216.36	-0.0106646
2217.27	-0.0106485
2218.18	-0.0106325
2219.09	-0.0106164
2220	-0.0106004
2220.91	-0.0105843
2221.82	-0.0105683
2222.73	-0.0105523
2223.64	-0.0105363
2224.55	-0.0105203
2225.45	-0.0105043
2226.36	-0.0104883
2227.27	-0.0104724
2228.18	-0.0104564
2229.09	-0.0104405
2230	-0.0104246
2230.91	-0.0104086
2231.82	-0.0103927
2232.73	-0.0103768
2233.64	-0.0103609
2234.55	-0.010345
2235.45	-0.0103291
2236.36	-0.0103133
2237.27	-0.0102974
2238.18	-0.0102816
2239.09	-0.0102657
2240	-0.0102499
2240.91	-0.0102341
2241.82	-0.0102182
2242.73	-0.0102024
2243.64	-0.0101866
2244.55	-0.0101709
2245.45	-0.0101551
2246.36	-0.0101393
2247.27	-0.0101235
2248.18	-0.0101078
2249.09	-0.0100921
2250	-0.0100763
2250.91	-0.0100606
2251.82	-0.0100449
2252.73	-0.0100292
2253.64	-0.0100135
2254.55	-0.00999778
2255.45	-0.0099821
2256.36	-0.00996643
2257.27	-0.00995076
2258.18	-0.0099351
2259.09	-0.00991946
2260	-0.00990382
2260.91	-0.00988819
2261.82	-0.00987257
2262.73	-0.00985695
2263.64	-0.00984135
2264.55	-0.00982575
2265.45	-0.00981016
2266.36	-0.00979458
2267.27	-0.00977901
2268.18	-0.00976344
2269.09	-0.00974789
2270	-0.00973234
2270.91	-0.0097168
2271.82	-0.00970127
2272.73	-0.00968575
2273.64	-0.00967023
2274.55	-0.00965472
2275.45	-0.00963922
2276.36	-0.00962373
2277.27	-0.00960825
2278.18	-0.00959277
2279.09	-0.00957731
2280	-0.00956185
2280.91	-0.0095464
2281.82	-0.00953226
2282.73	-0.00951682
2283.64	-0.00950139
2284.55	-0.00948597
2285.45	-0.00947056
